# currency: EUR
Name,Set,Finish,Code,NM,NM Source,SP/LP,SP/LP Source,MP,MP Source,HP,HP Source,Trend,Trend Source
Ghostly Visit (Red),cm-expansion-5252,normal,,0.05,low,,,,,,,0.11,trend
Ghostly Visit (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.05,trend
Glacial Footsteps (Blue),cm-expansion-5252,normal,,0.04,low,,,,,,,0.29,trend
Glacial Footsteps (Red),cm-expansion-5252,normal,,0.04,low,,,,,,,0.27,trend
Glacial Footsteps (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.02,trend
Glisten (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.05,trend
Glisten (Red),cm-expansion-5252,normal,,0.04,low,,,,,,,0.02,trend
Glisten (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.15,trend
Grandeur of Valahai,cm-expansion-5252,normal,,99.95,low,,,,,,,67.89,trend
Great Library of Solana,cm-expansion-5252,normal,,164,low,,,,,,,168.61,trend
Guardian of the Shadowrealm,cm-expansion-5252,normal,,0.1,low,,,,,,,0.45,trend
Halo of Illumination,cm-expansion-5252,normal,,0.09,low,,,,,,,0.28,trend
Hatchet of Body,cm-expansion-5252,normal,,0.05,low,,,,,,,0.35,trend
Hatchet of Mind,cm-expansion-5252,normal,,0.1,low,,,,,,,0.34,trend
Haze Bending,cm-expansion-5252,normal,,0.02,low,,,,,,,0.75,trend
Healing Potion,cm-expansion-5252,normal,,0.36,low,,,,,,,0.86,trend
Heart of Ice,cm-expansion-5252,normal,,40,low,,,,,,,43.23,trend
Heaven's Claws (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.04,trend
Heaven's Claws (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.04,trend
Heaven's Claws (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.04,trend
Helm of Sharp Eye,cm-expansion-5252,normal,,0.49,low,,,,,,,0.16,trend
Herald of Erudition,cm-expansion-5252,normal,,0.5,low,,,,,,,1.48,trend
Herald of Judgment,cm-expansion-5252,normal,,0.1,low,,,,,,,0.62,trend
Herald of Protection (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.46,trend
Herald of Protection (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.5,trend
Herald of Protection (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.33,trend
Herald of Ravages (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.44,trend
Herald of Ravages (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.41,trend
Herald of Ravages (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.36,trend
Herald of Rebirth (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.4,trend
Herald of Rebirth (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.11,trend
Herald of Rebirth (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.21,trend
Herald of Tenacity (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.15,trend
Herald of Tenacity (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.19,trend
Herald of Tenacity (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.25,trend
Herald of Triumph (Blue),cm-expansion-5252,normal,,0.1,low,,,,,,,0.61,trend
Herald of Triumph (Red),cm-expansion-5252,normal,,0.05,low,,,,,,,0.53,trend
Herald of Triumph (Yellow),cm-expansion-5252,normal,,0.1,low,,,,,,,0.55,trend
"Hexagore, the Death Hydra",cm-expansion-5252,normal,,0.65,low,,,,,,,0.78,trend
High Roller (Blue),cm-expansion-5252,normal,,0.1,low,,,,,,,0.51,trend
High Roller (Red),cm-expansion-5252,normal,,0.08,low,,,,,,,0.37,trend
High Roller (Yellow),cm-expansion-5252,normal,,0.05,low,,,,,,,0.12,trend
Honing Hood,cm-expansion-5252,normal,,0.09,low,,,,,,,0.42,trend
Hooves of the Shadowbeast,cm-expansion-5252,normal,,0.09,low,,,,,,,0.1,trend
Howl from Beyond (Blue),cm-expansion-5252,normal,,0.05,low,,,,,,,0.17,trend
Howl from Beyond (Red),cm-expansion-5252,normal,,0.1,low,,,,,,,0.29,trend
Howl from Beyond (Yellow),cm-expansion-5252,normal,,0.05,low,,,,,,,0.15,trend
Hundred Winds (Blue),cm-expansion-5252,normal,,0.55,low,,,,,,,1.05,trend
Hundred Winds (Red),cm-expansion-5252,normal,,0.2,low,,,,,,,0.75,trend
Hundred Winds (Yellow),cm-expansion-5252,normal,,0.14,low,,,,,,,0.48,trend
Hungering Slaughterbeast (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.07,trend
Hungering Slaughterbeast (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.07,trend
Hungering Slaughterbeast (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.08,trend
Ice Quake (Blue),cm-expansion-5252,normal,,0.1,low,,,,,,,0.17,trend
Ice Quake (Red),cm-expansion-5252,normal,,0.19,low,,,,,,,0.96,trend
Ice Quake (Yellow),cm-expansion-5252,normal,,0.05,low,,,,,,,0.2,trend
Ice Storm,cm-expansion-5252,normal,,0.29,low,,,,,,,0.15,trend
Icy Encounter (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.1,trend
Icy Encounter (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.02,trend
Icy Encounter (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.04,trend
Illuminate (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.14,trend
Illuminate (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.32,trend
Illuminate (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.05,trend
In the Swing (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.08,trend
In the Swing (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.36,trend
In the Swing (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.03,trend
Invert Existence ,cm-expansion-5252,normal,,0.4,low,,,,,,,0.59,trend
Iris of Reality,cm-expansion-5252,normal,,0.09,low,,,,,,,0.34,trend
Ironhide Gauntlet,cm-expansion-5252,normal,,0.02,low,,,,,,,0.43,trend
Ironhide Helm,cm-expansion-5252,normal,,0.05,low,,,,,,,0.42,trend
Ironhide Legs,cm-expansion-5252,normal,,0.02,low,,,,,,,0.26,trend
Ironhide Plate,cm-expansion-5252,normal,,0.05,low,,,,,,,0.18,trend
"Korshem, Crossroad of Elements",cm-expansion-5252,normal,,23.99,low,,,,,,,12.89,trend
Kraken's Aethervein,cm-expansion-5252,normal,,0.39,low,,,,,,,0.57,trend
Levia,cm-expansion-5252,normal,,0.02,low,,,,,,,0.11,trend
"Levia, Shadowborn Abomination",cm-expansion-5252,normal,,0.1,low,,,,,,,0.64,trend
Lexi,cm-expansion-5252,normal,,0.1,low,,,,,,,0.35,trend
"Lexi, Livewire",cm-expansion-5252,normal,,0.15,low,,,,,,,0.35,trend
Light it Up,cm-expansion-5252,normal,,0.05,low,,,,,,,0.22,trend
Lightning Press (Blue),cm-expansion-5252,normal,,0.09,low,,,,,,,0.18,trend
Lightning Press (Red),cm-expansion-5252,normal,,0.47,low,,,,,,,1.23,trend
Lightning Press (Yellow),cm-expansion-5252,normal,,0.05,low,,,,,,,0.11,trend
Lightning Surge (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.02,trend
Lightning Surge (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.06,trend
Lightning Surge (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.04,trend
Lumina Ascension,cm-expansion-5252,normal,,0.1,low,,,,,,,0.21,trend
Luminaris,cm-expansion-5252,normal,,0.44,low,,,,,,,0.87,trend
Macho Grande (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.28,trend
Macho Grande (Red),cm-expansion-5252,normal,,0.09,low,,,,,,,0.17,trend
Macho Grande (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.07,trend
Mark of Lightning,cm-expansion-5252,normal,,0.02,low,,,,,,,0.23,trend
Mark of the Beast,cm-expansion-5252,normal,,0.3,low,,,,,,,0.67,trend
Mask of the Pouncing Lynx,cm-expansion-5252,normal,,5,low,,,,,,,6.4,trend
Merciful Retribution,cm-expansion-5252,normal,,0.48,low,,,,,,,0.72,trend
Micro-processor,cm-expansion-5252,normal,,0.2,low,,,,,,,0.38,trend
Minnowism (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.15,trend
Minnowism (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.34,trend
Minnowism (Yellow),cm-expansion-5252,normal,,0.05,low,,,,,,,0.08,trend
Miraging Metamorph,cm-expansion-5252,normal,,7,low,,,,,,,10.56,trend
New Horizon,cm-expansion-5252,normal,,11,low,,,,,,,0.02,trend
Nourishing Emptiness,cm-expansion-5252,normal,,2,low,,,,,,,2.98,trend
Oaken Old,cm-expansion-5252,normal,,1.5,low,,,,,,,3.2,trend
Ode to Wrath,cm-expansion-5252,normal,,0.05,low,,,,,,,0.8,trend
Oldhim,cm-expansion-5252,normal,,0.1,low,,,,,,,0.24,trend
"Oldhim, Grandfather of Eternity",cm-expansion-5252,normal,,0.15,low,,,,,,,0.07,trend
Outland Skirmish (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.14,trend
Outland Skirmish (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.28,trend
Outland Skirmish (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.16,trend
Over Flex (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.03,trend
Over Flex (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.48,trend
Over Flex (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.07,trend
Overload (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.08,trend
Overload (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.06,trend
Overload (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.02,trend
Parable of Humility,cm-expansion-5252,normal,,0.2,low,,,,,,,0.52,trend
Passing Mirage,cm-expansion-5252,normal,,0.9,low,,,,,,,1.47,trend
Payload (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.06,trend
Payload (Red),cm-expansion-5252,normal,,0.05,low,,,,,,,0.14,trend
Payload (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.03,trend
Phantasmaclasm,cm-expansion-5252,normal,,1,low,,,,,,,2.54,trend
Phantasmal Footsteps,cm-expansion-5252,normal,,45,low,,,,,,,34.43,trend
Phantasmal Haze (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.28,trend
Phantasmal Haze (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.05,trend
Phantasmal Haze (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.02,trend
Phantasmify (Blue),cm-expansion-5252,normal,,0.08,low,,,,,,,0.19,trend
Phantasmify (Red),cm-expansion-5252,normal,,0.05,low,,,,,,,0.11,trend
Phantasmify (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.02,trend
Pierce Reality,cm-expansion-5252,normal,,0.3,low,,,,,,,0.89,trend
Piercing Shadow Vise (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.07,trend
Piercing Shadow Vise (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.15,trend
Piercing Shadow Vise (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.02,trend
Plume of Evergrowth,cm-expansion-5252,normal,,0.12,low,,,,,,,0.19,trend
Potion of Déjà Vu,cm-expansion-5252,normal,,0.3,low,,,,,,,0.46,trend
Potion of Ironhide,cm-expansion-5252,normal,,0.19,low,,,,,,,1.25,trend
Potion of Luck,cm-expansion-5252,normal,,0.28,low,,,,,,,0.53,trend
Potion of Seeing,cm-expansion-5252,normal,,0.09,low,,,,,,,0.56,trend
Prism,cm-expansion-5252,normal,,0.05,low,,,,,,,0.07,trend
"Prism, Sculptor of Arc Light",cm-expansion-5252,normal,,0.15,low,,,,,,,0.28,trend
Prismatic Shield (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.21,trend
Prismatic Shield (Red),cm-expansion-5252,normal,,0.05,low,,,,,,,0.37,trend
Prismatic Shield (Yellow),cm-expansion-5252,normal,,0.04,low,,,,,,,0.6,trend
Pry (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.06,trend
Pry (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.02,trend
Pry (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.02,trend
Pulping (Blue),cm-expansion-5252,normal,,0.05,low,,,,,,,0.21,trend
Pulping (Red),cm-expansion-5252,normal,,0.6,low,,,,,,,1.81,trend
Pulping (Yellow),cm-expansion-5252,normal,,0.05,low,,,,,,,0.52,trend
Pulse of Candlehold,cm-expansion-5252,normal,,0.4,low,,,,,,,0.66,trend
Pulse of Isenloft,cm-expansion-5252,normal,,3.5,low,,,,,,,4.47,trend
Pulse of Volthaven,cm-expansion-5252,normal,,0.5,low,,,,,,,0.38,trend
Pulverize,cm-expansion-5252,normal,,1.3,low,,,,,,,2.01,trend
Pyroglyphic Protection (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.07,trend
Pyroglyphic Protection (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.02,trend
Pyroglyphic Protection (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.02,trend
Quicken,cm-expansion-5252,normal,,0.08,low,,,,,,,0.59,trend
Ragamuffin's Hat,cm-expansion-5252,normal,,0.04,low,,,,,,,0.29,trend
Rally the Rearguard (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.03,trend
Rally the Rearguard (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.12,trend
Rally the Rearguard (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.07,trend
Rampart of the Ram's Head,cm-expansion-5252,normal,,19,low,,,,,,,36.12,trend
Ravenous Meataxe,cm-expansion-5252,normal,,0.1,low,,,,,,,0.63,trend
Ray of Hope,cm-expansion-5252,normal,,0.02,low,,,,,,,0.17,trend
"Raydn, Duskbane",cm-expansion-5252,normal,,0.2,low,,,,,,,0.29,trend
Read the Glide Path (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.04,trend
Read the Glide Path (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.37,trend
Read the Glide Path (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.24,trend
Ready to Roll,cm-expansion-5252,normal,,0.2,low,,,,,,,0.53,trend
Release the Tension (Blue),cm-expansion-5252,normal,,0.09,low,,,,,,,0.17,trend
Release the Tension (Red),cm-expansion-5252,normal,,0.39,low,,,,,,,0.84,trend
Release the Tension (Yellow),cm-expansion-5252,normal,,0.09,low,,,,,,,0.21,trend
Revel in Runeblood,cm-expansion-5252,normal,,3.49,low,,,,,,,4.54,trend
Ride the Tailwind (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.31,trend
Ride the Tailwind (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.11,trend
Ride the Tailwind (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.19,trend
Rift Bind (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.09,trend
Rift Bind (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.12,trend
Rift Bind (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.1,trend
Rifted Torment (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.12,trend
Rifted Torment (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.09,trend
Rifted Torment (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.02,trend
Rip Through Reality (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.03,trend
Rip Through Reality (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.03,trend
Rip Through Reality (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.03,trend
Rites of Lightning (Blue),cm-expansion-5252,normal,,0.05,low,,,,,,,0.11,trend
Rites of Lightning (Red),cm-expansion-5252,normal,,0.05,low,,,,,,,0.2,trend
Rites of Lightning (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.03,trend
Rites of Replenishment (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.06,trend
Rites of Replenishment (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.02,trend
Rites of Replenishment (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.04,trend
Rosetta Thorn,cm-expansion-5252,normal,,0.02,low,,,,,,,0.09,trend
Rotary Ram (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.09,trend
Rotary Ram (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.11,trend
Rotary Ram (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.15,trend
Rotten Old Buckler,cm-expansion-5252,normal,,0.09,low,,,,,,,0.16,trend
Rouse the Ancients,cm-expansion-5252,normal,,2.78,low,,,,,,,3.64,trend
Runechant,cm-expansion-5252,normal,,0.09,low,,,,,,,0.21,trend
Scour,cm-expansion-5252,normal,,0.75,low,,,,,,,3.05,trend
Seek and Destroy,cm-expansion-5252,normal,,1.25,low,,,,,,,1.77,trend
Seek Enlightenment (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.09,trend
Seek Enlightenment (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.06,trend
Seek Enlightenment (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.23,trend
Seeping Shadows (Blue),cm-expansion-5252,normal,,0.05,low,,,,,,,0.33,trend
Seeping Shadows (Red),cm-expansion-5252,normal,,0.04,low,,,,,,,0.31,trend
Seeping Shadows (Yellow),cm-expansion-5252,normal,,0.05,low,,,,,,,0.31,trend
Seismic Surge,cm-expansion-5252,normal,,0.07,low,,,,,,,0.15,trend
"Ser Boltyn, Breaker of Dawn",cm-expansion-5252,normal,,0.09,low,,,,,,,0.02,trend
Shadow of Blasmophet,cm-expansion-5252,normal,,0.1,low,,,,,,,0.33,trend
Shadow of Ursur,cm-expansion-5252,normal,,0.3,low,,,,,,,0.87,trend
Shadow Puppetry,cm-expansion-5252,normal,,1.4,low,,,,,,,2.53,trend
Shimmers of Silver,cm-expansion-5252,normal,,1.5,low,,,,,,,2.56,trend
Shiver,cm-expansion-5252,normal,,0.05,low,,,,,,,0.28,trend
Shock Charmers,cm-expansion-5252,normal,,48,low,,,,,,,42.43,trend
Shrill of Skullform (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.11,trend
Shrill of Skullform (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.23,trend
Shrill of Skullform (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.07,trend
Sigil of Suffering (Blue),cm-expansion-5252,normal,,0.05,low,,,,,,,0.46,trend
Sigil of Suffering (Red),cm-expansion-5252,normal,,0.2,low,,,,,,,1.21,trend
Sigil of Suffering (Yellow),cm-expansion-5252,normal,,0.05,low,,,,,,,0.4,trend
Signal Jammer,cm-expansion-5252,normal,,0.39,low,,,,,,,0.87,trend
Silver,cm-expansion-5252,normal,,0.15,low,,,,,,,0.32,trend
Skull Crushers,cm-expansion-5252,normal,,0.49,low,,,,,,,0.85,trend
Slice and Dice (Blue),cm-expansion-5252,normal,,0.09,low,,,,,,,0.38,trend
Slice and Dice (Red),cm-expansion-5252,normal,,0.3,low,,,,,,,1.13,trend
Slice and Dice (Yellow),cm-expansion-5252,normal,,0.15,low,,,,,,,0.36,trend
Smashing Good Time (Blue),cm-expansion-5252,normal,,0.04,low,,,,,,,0.1,trend
Smashing Good Time (Red),cm-expansion-5252,normal,,0.08,low,,,,,,,1.03,trend
Smashing Good Time (Yellow),cm-expansion-5252,normal,,0.05,low,,,,,,,0.09,trend
Snow Under (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.25,trend
Snow Under (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.41,trend
Snow Under (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.62,trend
Sonata Arcanix,cm-expansion-5252,normal,,0.5,low,,,,,,,0.65,trend
Soul Harvest,cm-expansion-5252,normal,,0.18,low,,,,,,,0.53,trend
Soul Reaping,cm-expansion-5252,normal,,0.05,low,,,,,,,0.45,trend
Soul Shackle,cm-expansion-5252,normal,,0.05,low,,,,,,,0.3,trend
Soul Shield,cm-expansion-5252,normal,,3,low,,,,,,,5.75,trend
Spears of Surreality (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.26,trend
Spears of Surreality (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.38,trend
Spears of Surreality (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.05,trend
Spectral Shield,cm-expansion-5252,normal,,0.03,low,,,,,,,0.15,trend
Spellbound Creepers,cm-expansion-5252,normal,,58,low,,,,,,,56.42,trend
Spill Blood,cm-expansion-5252,normal,,0.99,low,,,,,,,0.97,trend
Spring Tidings,cm-expansion-5252,normal,,0.45,low,,,,,,,0.55,trend
"Stalagmite, Bastion of Isenloft",cm-expansion-5252,normal,,60,low,,,,,,,57.38,trend
Steadfast (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.08,trend
Steadfast (Red),cm-expansion-5252,normal,,0.04,low,,,,,,,0.2,trend
Steadfast (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.02,trend
Stir the Wildwood (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.07,trend
Stir the Wildwood (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.06,trend
Stir the Wildwood (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.05,trend
Strength of Sequoia (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.09,trend
Strength of Sequoia (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.05,trend
Strength of Sequoia (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.05,trend
Sutcliffe's Suede Hides,cm-expansion-5252,normal,,0.14,low,,,,,,,0.92,trend
Swarming Gloomveil,cm-expansion-5252,normal,,7,low,,,,,,,7.84,trend
Swing Big,cm-expansion-5252,normal,,11,low,,,,,,,11.8,trend
T-Bone (Blue),cm-expansion-5252,normal,,0.81,low,,,,,,,1.57,trend
T-Bone (Red),cm-expansion-5252,normal,,0.89,low,,,,,,,1.23,trend
T-Bone (Yellow),cm-expansion-5252,normal,,0.33,low,,,,,,,0.58,trend
Take Flight (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.09,trend
Take Flight (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.35,trend
Take Flight (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.08,trend
Talisman of Balance,cm-expansion-5252,normal,,0.19,low,,,,,,,1.18,trend
Talisman of Cremation,cm-expansion-5252,normal,,0.09,low,,,,,,,0.61,trend
Talisman of Dousing,cm-expansion-5252,normal,,0.08,low,,,,,,,0.06,trend
Talisman of Featherfoot,cm-expansion-5252,normal,,0.1,low,,,,,,,0.45,trend
Talisman of Recompense,cm-expansion-5252,normal,,0.05,low,,,,,,,0.76,trend
Talisman of Tithes,cm-expansion-5252,normal,,0.05,low,,,,,,,0.38,trend
Talisman of Warfare,cm-expansion-5252,normal,,0.05,low,,,,,,,1.5,trend
Tear Asunder,cm-expansion-5252,normal,,4,low,,,,,,,6.3,trend
Teklo Pounder,cm-expansion-5252,normal,,1.99,low,,,,,,,3.02,trend
This Round's on Me,cm-expansion-5252,normal,,1.99,low,,,,,,,1.05,trend
Thump (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.02,trend
Thump (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.05,trend
Thump (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.02,trend
Thunder Quake (Blue),cm-expansion-5252,normal,,0.09,low,,,,,,,0.99,trend
Thunder Quake (Red),cm-expansion-5252,normal,,0.25,low,,,,,,,0.84,trend
Thunder Quake (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.11,trend
Time Skippers,cm-expansion-5252,normal,,0.04,low,,,,,,,0.11,trend
Timekeeper's Whim (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.1,trend
Timekeeper's Whim (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.03,trend
Timekeeper's Whim (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.02,trend
Titan's Fist,cm-expansion-5252,normal,,3,low,,,,,,,1.69,trend
Tome of Divinity,cm-expansion-5252,normal,,0.29,low,,,,,,,0.98,trend
Tome of Harvests,cm-expansion-5252,normal,,1,low,,,,,,,1.07,trend
Turn Timber (Blue),cm-expansion-5252,normal,,0.09,low,,,,,,,0.14,trend
Turn Timber (Red),cm-expansion-5252,normal,,0.1,low,,,,,,,0.37,trend
Turn Timber (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.04,trend
Twin Twisters (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.02,trend
Twin Twisters (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.06,trend
Twin Twisters (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.03,trend
Unhallowed Rites (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.92,trend
Unhallowed Rites (Red),cm-expansion-5252,normal,,0.05,low,,,,,,,0.17,trend
Unhallowed Rites (Yellow),cm-expansion-5252,normal,,0.05,low,,,,,,,0.08,trend
Unworldly Bellow (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.05,trend
Unworldly Bellow (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.05,trend
Unworldly Bellow (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.06,trend
"Ursur, the Soul Reaper",cm-expansion-5252,normal,,0.15,low,,,,,,,0.14,trend
V of the Vanguard,cm-expansion-5252,normal,,0.05,low,,,,,,,0.64,trend
Valda Brightaxe,cm-expansion-5252,normal,,0.15,low,,,,,,,0.33,trend
Valiant Dynamo,cm-expansion-5252,normal,,85,low,,,,,,,91.01,trend
Valiant Thrust (Blue),cm-expansion-5252,normal,,0.04,low,,,,,,,0.74,trend
Valiant Thrust (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.43,trend
Valiant Thrust (Yellow),cm-expansion-5252,normal,,0.1,low,,,,,,,0.19,trend
Vela Flash (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.02,trend
Vela Flash (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.03,trend
Vela Flash (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.02,trend
Vestige of Sol,cm-expansion-5252,normal,,15,low,,,,,,,12,trend
Vexing Malice (Blue),cm-expansion-5252,normal,,0.29,low,,,,,,,0.92,trend
Vexing Malice (Red),cm-expansion-5252,normal,,0.1,low,,,,,,,0.42,trend
Vexing Malice (Yellow),cm-expansion-5252,normal,,0.09,low,,,,,,,0.29,trend
Vexing Quillhand,cm-expansion-5252,normal,,1.75,low,,,,,,,2.43,trend
Void Wraith (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.03,trend
Void Wraith (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.16,trend
Void Wraith (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.02,trend
"Voltaire, Strike Twice",cm-expansion-5252,normal,,0.75,low,,,,,,,0.14,trend
Wartune Herald (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.59,trend
