# ratio: tcgplayer / cardmarket
# fx: 1 EUR = 1.143 USD (ECB 2026-07-10)
Name,Set,Finish,Code,NM,NM Basis,SP/LP,SP/LP Basis,MP,MP Basis,HP,HP Basis
Crouching Tiger,Dynasty,normal,DYN065,+50.0%,listing/low,,,,,,
Cryptic Crossing,Dynasty,normal,DYN173,+88.2%,listing/low,,,,,,
Cut to the Chase (Blue),Dynasty,normal,DYN150,+150.0%,listing/low,,,,,,
Cut to the Chase (Red),Dynasty,normal,DYN148,+400.0%,listing/low,,,,,,
Cut to the Chase (Yellow),Dynasty,normal,DYN149,+150.0%,listing/low,,,,,,
Dead Eye,Dynasty,normal,DYN155,-42.3%,listing/low,,,,,,
Deathly Duet (Blue),Dynasty,normal,DYN178,+300.0%,listing/low,,,,,,
Deathly Duet (Red),Dynasty,normal,DYN176,+400.0%,listing/low,,,,,,
Deathly Duet (Yellow),Dynasty,normal,DYN177,+0.0%,listing/low,,,,,,
Diabolic Ultimatum,Dynasty,normal,DYN174,+300.0%,listing/low,,,,,,
Drill Shot (Blue),Dynasty,normal,DYN158,+1150.0%,listing/low,,,,,,
Drill Shot (Red),Dynasty,normal,DYN156,+51.7%,listing/low,,,,,,
Drill Shot (Yellow),Dynasty,normal,DYN157,+150.0%,listing/low,,,,,,
Dust from the Golden Plains,Dynasty,normal,DYN002,-69.6%,listing/low,,,,,,
Dust from the Red Desert,Dynasty,normal,DYN003,-45.7%,listing/low,,,,,,
Dust from the Shadow Crypts,Dynasty,normal,DYN004,+336.4%,listing/low,,,,,,
Eradicate,Dynasty,normal,DYN119,+45.3%,listing/low,,,,,,
Felling Swing (Blue),Dynasty,normal,DYN084,+400.0%,listing/low,,,,,,
Felling Swing (Red),Dynasty,normal,DYN082,+1150.0%,listing/low,,,,,,
Felling Swing (Yellow),Dynasty,normal,DYN083,+150.0%,listing/low,,,,,,
Fleece the Frail (Blue),Dynasty,normal,DYN138,+100.0%,listing/low,,,,,,
Fleece the Frail (Red),Dynasty,normal,DYN136,+150.0%,listing/low,,,,,,
Fleece the Frail (Yellow),Dynasty,normal,DYN137,+0.0%,listing/low,,,,,,
Flex Claws (Blue),Dynasty,normal,DYN052,+150.0%,listing/low,,,,,,
Flex Claws (Red),Dynasty,normal,DYN050,+150.0%,listing/low,,,,,,
Flex Claws (Yellow),Dynasty,normal,DYN051,+50.0%,listing/low,,,,,,
Galvanic Bender,Dynasty,normal,DYN089,+350.0%,listing/low,,,,,,
Gold,Dynasty,normal,DYN243,+1500.0%,listing/low,,,,,,
Hanabi Blaster,Dynasty,normal,DYN088,+31.6%,listing/low,,,,,,
Heat Seeker,Dynasty,normal,DYN153,+15.5%,listing/low,,,,,,
Hemorrhage Bore (Blue),Dynasty,normal,DYN164,-50.0%,listing/low,,,,,,
Hemorrhage Bore (Red),Dynasty,normal,DYN162,+150.0%,listing/low,,,,,,
Hemorrhage Bore (Yellow),Dynasty,normal,DYN163,+100.0%,listing/low,,,,,,
Hornet's Sting,Dynasty,normal,DYN152,+650.0%,listing/low,,,,,,
Hyper Driver (Blue),Dynasty,normal,DYN112,+400.0%,listing/low,,,,,,
Hyper Driver (Red),Dynasty,normal,DYN110,+150.0%,listing/low,,,,,,
Hyper Driver (Yellow),Dynasty,normal,DYN111,+150.0%,listing/low,,,,,,
Immobilizing Shot,Dynasty,normal,DYN154,-50.9%,listing/low,,,,,,
Imperial Edict,Dynasty,normal,DYN240,+6.5%,listing/low,,,,,,
Imperial Ledger,Dynasty,normal,DYN241,-17.2%,listing/low,,,,,,
Imperial Warhorn,Dynasty,normal,DYN242,+194.1%,listing/low,,,,,,
Ironsong Pride,Dynasty,normal,DYN072,+40.2%,listing/low,,,,,,
"Jubeel, Spellbane",Dynasty,normal,DYN067,+19.6%,listing/low,,,,,,
Jump Start (Blue),Dynasty,normal,DYN106,+150.0%,listing/low,,,,,,
Jump Start (Red),Dynasty,normal,DYN104,+0.0%,listing/low,,,,,,
Jump Start (Yellow),Dynasty,normal,DYN105,+0.0%,listing/low,,,,,,
Leave no Witnesses,Dynasty,normal,DYN120,-12.5%,listing/low,,,,,,
Long Shot (Blue),Dynasty,normal,DYN167,+100.0%,listing/low,,,,,,
Long Shot (Red),Dynasty,normal,DYN165,+150.0%,listing/low,,,,,,
Long Shot (Yellow),Dynasty,normal,DYN166,+50.0%,listing/low,,,,,,
Looming Doom,Dynasty,normal,DYN175,-70.9%,listing/low,,,,,,
Madcap Charger (Blue),Dynasty,normal,DYN018,+100.0%,listing/low,,,,,,
Madcap Charger (Red),Dynasty,normal,DYN016,+100.0%,listing/low,,,,,,
Madcap Charger (Yellow),Dynasty,normal,DYN017,+50.0%,listing/low,,,,,,
Madcap Muscle (Blue),Dynasty,normal,DYN021,+100.0%,listing/low,,,,,,
Madcap Muscle (Red),Dynasty,normal,DYN019,+150.0%,listing/low,,,,,,
Madcap Muscle (Yellow),Dynasty,normal,DYN020,-50.0%,listing/low,,,,,,
Mask of Perdition,Dynasty,normal,DYN118,-12.7%,listing/low,,,,,,
Merciless Battleaxe,Dynasty,normal,DYN068,+8.7%,listing/low,,,,,,
Mind Warp,Dynasty,normal,DYN194,-56.6%,listing/low,,,,,,
Mindstate of Tiger,Dynasty,normal,DYN048,+8.7%,listing/low,,,,,,
Never Yield,Dynasty,normal,DYN029,,,,,,,,
Nix the Nimble (Blue),Dynasty,normal,DYN141,+150.0%,listing/low,,,,,,
Nix the Nimble (Red),Dynasty,normal,DYN139,+150.0%,listing/low,,,,,,
Nix the Nimble (Yellow),Dynasty,normal,DYN140,+150.0%,listing/low,,,,,,
Ornate Tessen,Dynasty,normal,DYN235,+350.0%,listing/low,,,,,,
Pay Day,Dynasty,normal,DYN123,+4.3%,listing/low,,,,,,
Phantasmal Symbiosis,Dynasty,normal,DYN215,+165.2%,listing/low,,,,,,
Plasma Mainline,Dynasty,normal,DYN093,-34.7%,listing/low,,,,,,
Plunder the Poor (Blue),Dynasty,normal,DYN126,+550.0%,listing/low,,,,,,
Plunder the Poor (Red),Dynasty,normal,DYN124,+2066.7%,listing/low,,,,,,
Plunder the Poor (Yellow),Dynasty,normal,DYN125,+150.0%,listing/low,,,,,,
Point the Tip (Blue),Dynasty,normal,DYN170,+50.0%,listing/low,,,,,,
Point the Tip (Red),Dynasty,normal,DYN168,+150.0%,listing/low,,,,,,
Point the Tip (Yellow),Dynasty,normal,DYN169,-50.0%,listing/low,,,,,,
Ponder,Dynasty,normal,DYN244,+650.0%,listing/low,,,,,,
Pouncing Qi (Blue),Dynasty,normal,DYN058,+150.0%,listing/low,,,,,,
Pouncing Qi (Red),Dynasty,normal,DYN056,+50.0%,listing/low,,,,,,
Pouncing Qi (Yellow),Dynasty,normal,DYN057,+150.0%,listing/low,,,,,,
Powder Keg,Dynasty,normal,DYN094,-56.0%,listing/low,,,,,,
Precision Press (Blue),Dynasty,normal,DYN078,+4400.0%,listing/low,,,,,,
Precision Press (Red),Dynasty,normal,DYN076,+150.0%,listing/low,,,,,,
Precision Press (Yellow),Dynasty,normal,DYN077,+50.0%,listing/low,,,,,,
Predatory Streak (Blue),Dynasty,normal,DYN064,+150.0%,listing/low,,,,,,
Predatory Streak (Red),Dynasty,normal,DYN062,+150.0%,listing/low,,,,,,
Predatory Streak (Yellow),Dynasty,normal,DYN063,+150.0%,listing/low,,,,,,
Prognosticate (Blue),Dynasty,normal,DYN205,+350.0%,listing/low,,,,,,
Prognosticate (Red),Dynasty,normal,DYN203,+250.0%,listing/low,,,,,,
Prognosticate (Yellow),Dynasty,normal,DYN204,+150.0%,listing/low,,,,,,
Pulsewave Harpoon,Dynasty,normal,DYN090,+34.5%,listing/low,,,,,,
Puncture (Blue),Dynasty,normal,DYN081,+50.0%,listing/low,,,,,,
Puncture (Red),Dynasty,normal,DYN079,+400.0%,listing/low,,,,,,
Puncture (Yellow),Dynasty,normal,DYN080,+50.0%,listing/low,,,,,,
Qi Unleashed (Blue),Dynasty,normal,DYN061,+150.0%,listing/low,,,,,,
Qi Unleashed (Red),Dynasty,normal,DYN059,+150.0%,listing/low,,,,,,
Qi Unleashed (Yellow),Dynasty,normal,DYN060,+50.0%,listing/low,,,,,,
Regicide,Dynasty,normal,DYN121,+66.7%,listing/low,,,,,,
Reincarnate (Blue),Dynasty,normal,DYN012,+100.0%,listing/low,,,,,,
Reincarnate (Red),Dynasty,normal,DYN010,+150.0%,listing/low,,,,,,
Reincarnate (Yellow),Dynasty,normal,DYN011,+400.0%,listing/low,,,,,,
Reinforce Steel (Blue),Dynasty,normal,DYN041,+50.0%,listing/low,,,,,,
Reinforce Steel (Red),Dynasty,normal,DYN039,+0.0%,listing/low,,,,,,
Reinforce Steel (Yellow),Dynasty,normal,DYN040,-50.0%,listing/low,,,,,,
Roar of the Tiger,Dynasty,normal,DYN049,-74.2%,listing/low,,,,,,
Rob the Rich (Blue),Dynasty,normal,DYN129,+150.0%,listing/low,,,,,,
Rob the Rich (Red),Dynasty,normal,DYN127,+350.0%,listing/low,,,,,,
Rob the Rich (Yellow),Dynasty,normal,DYN128,+0.0%,listing/low,,,,,,
Rok,Dynasty,normal,DYN005,-71.5%,listing/low,,,,,,
Rumble Grunting (Blue),Dynasty,normal,DYN024,+150.0%,listing/low,,,,,,
Rumble Grunting (Red),Dynasty,normal,DYN022,+150.0%,listing/low,,,,,,
Rumble Grunting (Yellow),Dynasty,normal,DYN023,+150.0%,listing/low,,,,,,
Runechant,Dynasty,normal,DYN191,+150.0%,listing/low,,,,,,
Runic Reaping (Blue),Dynasty,normal,DYN187,+150.0%,listing/low,,,,,,
Runic Reaping (Red),Dynasty,normal,DYN185,+150.0%,listing/low,,,,,,
Runic Reaping (Yellow),Dynasty,normal,DYN186,+50.0%,listing/low,,,,,,
Sack the Shifty (Blue),Dynasty,normal,DYN144,+150.0%,listing/low,,,,,,
Sack the Shifty (Red),Dynasty,normal,DYN142,+400.0%,listing/low,,,,,,
Sack the Shifty (Yellow),Dynasty,normal,DYN143,+150.0%,listing/low,,,,,,
Sandscour Greatbow,Dynasty,normal,DYN151,+19.8%,listing/low,,,,,,
Sap (Blue),Dynasty,normal,DYN208,+150.0%,listing/low,,,,,,
Sap (Red),Dynasty,normal,DYN206,+100.0%,listing/low,,,,,,
Sap (Yellow),Dynasty,normal,DYN207,+0.0%,listing/low,,,,,,
Savage Beatdown,Dynasty,normal,DYN007,+150.0%,listing/low,,,,,,
Scramble Pulse (Blue),Dynasty,normal,DYN097,+100.0%,listing/low,,,,,,
Scramble Pulse (Red),Dynasty,normal,DYN095,,,,,,,,
Scramble Pulse (Yellow),Dynasty,normal,DYN096,+100.0%,listing/low,,,,,,
Seasoned Saviour,Dynasty,normal,DYN026,+8.7%,listing/low,,,,,,
Seerstone,Dynasty,normal,DYN193,+150.0%,listing/low,,,,,,
Shield Bash (Blue),Dynasty,normal,DYN032,+50.0%,listing/low,,,,,,
Shield Bash (Red),Dynasty,normal,DYN030,+50.0%,listing/low,,,,,,
Shield Bash (Yellow),Dynasty,normal,DYN031,+50.0%,listing/low,,,,,,
Shield Wall (Blue),Dynasty,normal,DYN038,+0.0%,listing/low,,,,,,
Shield Wall (Red),Dynasty,normal,DYN036,+0.0%,listing/low,,,,,,
Shield Wall (Yellow),Dynasty,normal,DYN037,+50.0%,listing/low,,,,,,
Shred (Blue),Dynasty,normal,DYN132,+105.9%,listing/low,,,,,,
Shred (Red),Dynasty,normal,DYN130,+233.3%,listing/low,,,,,,
Shred (Yellow),Dynasty,normal,DYN131,+22.8%,listing/low,,,,,,
Silver,Dynasty,normal,DYN245,+400.0%,listing/low,,,,,,
Skull Crack,Dynasty,normal,DYN008,+19.3%,listing/low,,,,,,
Sky Fire Lanterns (Blue),Dynasty,normal,DYN190,+50.0%,listing/low,,,,,,
Sky Fire Lanterns (Red),Dynasty,normal,DYN188,+150.0%,listing/low,,,,,,
Sky Fire Lanterns (Yellow),Dynasty,normal,DYN189,+150.0%,listing/low,,,,,,
Slay the Scholars (Blue),Dynasty,normal,DYN147,+150.0%,listing/low,,,,,,
Slay the Scholars (Red),Dynasty,normal,DYN145,+400.0%,listing/low,,,,,,
Slay the Scholars (Yellow),Dynasty,normal,DYN146,+150.0%,listing/low,,,,,,
Spectral Procession,Dynasty,normal,DYN216,+114.3%,listing/low,,,,,,
Spectral Prowler (Blue),Dynasty,normal,DYN226,+150.0%,listing/low,,,,,,
Spectral Prowler (Red),Dynasty,normal,DYN224,+150.0%,listing/low,,,,,,
Spectral Prowler (Yellow),Dynasty,normal,DYN225,+150.0%,listing/low,,,,,,
Spectral Rider (Blue),Dynasty,normal,DYN229,+200.0%,listing/low,,,,,,
Spectral Rider (Red),Dynasty,normal,DYN227,+100.0%,listing/low,,,,,,
Spectral Rider (Yellow),Dynasty,normal,DYN228,-50.0%,listing/low,,,,,,
Spectral Shield,Dynasty,normal,DYN233,+150.0%,listing/low,,,,,,
Spell Fray Cloak,Dynasty,normal,DYN237,+350.0%,listing/low,,,,,,
Spell Fray Gloves,Dynasty,normal,DYN238,+600.0%,listing/low,,,,,,
Spell Fray Leggings,Dynasty,normal,DYN239,+400.0%,listing/low,,,,,,
Spell Fray Tiara,Dynasty,normal,DYN236,+700.0%,listing/low,,,,,,
Spellbane Aegis,Dynasty,normal,DYN246,+150.0%,listing/low,,,,,,
Steelbraid Buckler,Dynasty,normal,DYN027,+300.0%,listing/low,,,,,,
Surgent Aethertide,Dynasty,normal,DYN192,-54.2%,listing/low,,,,,,
Surgical Extraction,Dynasty,normal,DYN122,-38.2%,listing/low,,,,,,
Swell Tidings,Dynasty,normal,DYN195,-30.7%,listing/low,,,,,,
Tearing Shuko,Dynasty,normal,DYN046,+650.0%,listing/low,,,,,,
Tempest Aurora (Blue),Dynasty,normal,DYN211,+100.0%,listing/low,,,,,,
Tempest Aurora (Red),Dynasty,normal,DYN209,+100.0%,listing/low,,,,,,
Tempest Aurora (Yellow),Dynasty,normal,DYN210,+50.0%,listing/low,,,,,,
Tiger Swipe,Dynasty,normal,DYN047,-65.0%,listing/low,,,,,,
Tome of Aeo,Dynasty,normal,DYN217,+27.3%,listing/low,,,,,,
Tranquil Passing (Blue),Dynasty,normal,DYN223,+100.0%,listing/low,,,,,,
Tranquil Passing (Red),Dynasty,normal,DYN221,+150.0%,listing/low,,,,,,
Tranquil Passing (Yellow),Dynasty,normal,DYN222,+0.0%,listing/low,,,,,,
Urgent Delivery (Blue),Dynasty,normal,DYN109,+0.0%,listing/low,,,,,,
Urgent Delivery (Red),Dynasty,normal,DYN107,+150.0%,listing/low,,,,,,
Urgent Delivery (Yellow),Dynasty,normal,DYN108,+150.0%,listing/low,,,,,,
Visit the Imperial Forge (Blue),Dynasty,normal,DYN087,+50.0%,listing/low,,,,,,
Visit the Imperial Forge (Red),Dynasty,normal,DYN085,+50.0%,listing/low,,,,,,
Visit the Imperial Forge (Yellow),Dynasty,normal,DYN086,+100.0%,listing/low,,,,,,
Water Glow Lanterns (Blue),Dynasty,normal,DYN232,+150.0%,listing/low,,,,,,
Water Glow Lanterns (Red),Dynasty,normal,DYN230,+150.0%,listing/low,,,,,,
Water Glow Lanterns (Yellow),Dynasty,normal,DYN231,+150.0%,listing/low,,,,,,
Wave of Reality,Dynasty,normal,DYN214,+1383.3%,listing/low,,,,,,
Withstand (Blue),Dynasty,normal,DYN044,+50.0%,listing/low,,,,,,
Withstand (Red),Dynasty,normal,DYN042,+100.0%,listing/low,,,,,,
Withstand (Yellow),Dynasty,normal,DYN043,+50.0%,listing/low,,,,,,
"Yoji, Royal Protector",Dynasty,normal,DYN025,,,,,,,,
Aether Ashwing // Ash,Uprising,normal,,+350.0%,listing/low,,,,,,
Aether Dart (Blue),Uprising,normal,UPR175,+150.0%,listing/low,,,,,,
Aether Dart (Red),Uprising,normal,UPR173,+150.0%,listing/low,,,,,,
Aether Dart (Yellow),Uprising,normal,UPR174,-50.0%,listing/low,,,,,,
Aether Hail (Blue),Uprising,normal,UPR129,+300.0%,listing/low,,,,,,
Aether Hail (Red),Uprising,normal,UPR127,+100.0%,listing/low,,,,,,
Aether Hail (Yellow),Uprising,normal,UPR128,-50.0%,listing/low,,,,,,
Aether Icevein (Blue),Uprising,normal,UPR115,+350.0%,listing/low,,,,,,
Aether Icevein (Red),Uprising,normal,UPR113,+300.0%,listing/low,,,,,,
Aether Icevein (Yellow),Uprising,normal,UPR114,+250.0%,listing/low,,,,,,
Arctic Incarceration (Blue),Uprising,normal,UPR146,+350.0%,listing/low,,,,,,
Arctic Incarceration (Red),Uprising,normal,UPR144,+650.0%,listing/low,,,,,,
Arctic Incarceration (Yellow),Uprising,normal,UPR145,-50.0%,listing/low,,,,,,
Billowing Mirage (Blue),Uprising,normal,UPR020,+300.0%,listing/low,,,,,,
Billowing Mirage (Red),Uprising,normal,UPR018,+300.0%,listing/low,,,,,,
Billowing Mirage (Yellow),Uprising,normal,UPR019,+100.0%,listing/low,,,,,,
Blaze Headlong,Uprising,normal,UPR092,+650.0%,listing/low,,,,,,
Brain Freeze (Blue),Uprising,normal,UPR118,+200.0%,listing/low,,,,,,
Brain Freeze (Red),Uprising,normal,UPR116,+0.0%,listing/low,,,,,,
Brain Freeze (Yellow),Uprising,normal,UPR117,+0.0%,listing/low,,,,,,
Brand with Cinderclaw (Blue),Uprising,normal,UPR062,+400.0%,listing/low,,,,,,
Brand with Cinderclaw (Red),Uprising,normal,UPR060,+350.0%,listing/low,,,,,,
Brand with Cinderclaw (Yellow),Uprising,normal,UPR061,+350.0%,listing/low,,,,,,
Breaking Point,Uprising,normal,UPR093,+400.0%,listing/low,,,,,,
Brothers in Arms (Blue),Uprising,normal,UPR205,+150.0%,listing/low,,,,,,
Brothers in Arms (Red),Uprising,normal,UPR203,-50.0%,listing/low,,,,,,
Brothers in Arms (Yellow),Uprising,normal,UPR204,+100.0%,listing/low,,,,,,
Burn Away,Uprising,normal,UPR094,-50.0%,listing/low,,,,,,
Burn Them All,Uprising,normal,UPR005,-26.4%,listing/low,,,,,,
Channel the Bleak Expanse,Uprising,normal,UPR138,+73.9%,listing/low,,,,,,
Cinderskin Devotion (Blue),Uprising,normal,UPR065,+100.0%,listing/low,,,,,,
Cinderskin Devotion (Red),Uprising,normal,UPR063,-50.0%,listing/low,,,,,,
Cinderskin Devotion (Yellow),Uprising,normal,UPR064,-50.0%,listing/low,,,,,,
Cold Snap (Blue),Uprising,normal,UPR149,+400.0%,listing/low,,,,,,
Cold Snap (Red),Uprising,normal,UPR147,+50.0%,listing/low,,,,,,
Cold Snap (Yellow),Uprising,normal,UPR148,+150.0%,listing/low,,,,,,
Combustion Point,Uprising,normal,UPR050,+11.1%,listing/low,,,,,,
Conduit of Frostburn,Uprising,normal,UPR125,+150.0%,listing/low,,,,,,
Cracked Bauble,Uprising,normal,UPR224,+0.0%,listing/low,,,,,,
Critical Strike (Blue),Uprising,normal,UPR208,+0.0%,listing/low,,,,,,
Critical Strike (Red),Uprising,normal,UPR206,+0.0%,listing/low,,,,,,
Critical Strike (Yellow),Uprising,normal,UPR207,-50.0%,listing/low,,,,,,
Dampen (Blue),Uprising,normal,UPR172,+100.0%,listing/low,,,,,,
Dampen (Red),Uprising,normal,UPR170,+100.0%,listing/low,,,,,,
Dampen (Yellow),Uprising,normal,UPR171,,,,,,,,
Double Strike,Uprising,normal,UPR160,+114.3%,listing/low,,,,,,
Dunebreaker Cenipai (Blue),Uprising,normal,UPR023,+100.0%,listing/low,,,,,,
Dunebreaker Cenipai (Red),Uprising,normal,UPR021,+300.0%,listing/low,,,,,,
Dunebreaker Cenipai (Yellow),Uprising,normal,UPR022,+50.0%,listing/low,,,,,,
Dust Runner Outlaw (Blue),Uprising,normal,UPR068,-50.0%,listing/low,,,,,,
Dust Runner Outlaw (Red),Uprising,normal,UPR066,-50.0%,listing/low,,,,,,
Dust Runner Outlaw (Yellow),Uprising,normal,UPR067,+0.0%,listing/low,,,,,,
Dustup (Blue),Uprising,normal,UPR026,+150.0%,listing/low,,,,,,
Dustup (Red),Uprising,normal,UPR024,+350.0%,listing/low,,,,,,
Dustup (Yellow),Uprising,normal,UPR025,-50.0%,listing/low,,,,,,
Embermaw Cenipai (Blue),Uprising,normal,UPR029,+300.0%,listing/low,,,,,,
Embermaw Cenipai (Red),Uprising,normal,UPR027,+200.0%,listing/low,,,,,,
Embermaw Cenipai (Yellow),Uprising,normal,UPR028,-50.0%,listing/low,,,,,,
Encase,Uprising,normal,UPR104,+1150.0%,listing/low,,,,,,
Engulfing Flamewave (Blue),Uprising,normal,UPR053,+150.0%,listing/low,,,,,,
Engulfing Flamewave (Red),Uprising,normal,UPR051,+400.0%,listing/low,,,,,,
Engulfing Flamewave (Yellow),Uprising,normal,UPR052,+100.0%,listing/low,,,,,,
Erase Face,Uprising,normal,UPR187,-27.4%,listing/low,,,,,,
Flameborn Retribution,Uprising,normal,UPR095,+150.0%,listing/low,,,,,,
Flamecall Awakening,Uprising,normal,UPR096,+300.0%,listing/low,,,,,,
Flex (Blue),Uprising,normal,UPR193,-50.0%,listing/low,,,,,,
Flex (Red),Uprising,normal,UPR191,-50.0%,listing/low,,,,,,
Flex (Yellow),Uprising,normal,UPR192,-50.0%,listing/low,,,,,,
Fog Down,Uprising,normal,UPR190,-18.2%,listing/low,,,,,,
Freezing Point,Uprising,normal,UPR105,+316.7%,listing/low,,,,,,
Frightmare,Uprising,normal,UPR153,+650.0%,listing/low,,,,,,
Frost Hex,Uprising,normal,UPR126,+170.0%,listing/low,,,,,,
Frostbite // Helio's Mitre,Uprising,normal,,+0.0%,listing/low,,,,,,
Frosting (Blue),Uprising,normal,UPR132,+400.0%,listing/low,,,,,,
Frosting (Red),Uprising,normal,UPR130,-50.0%,listing/low,,,,,,
Frosting (Yellow),Uprising,normal,UPR131,-50.0%,listing/low,,,,,,
Fyendal's Fighting Spirit (Blue),Uprising,normal,UPR196,+200.0%,listing/low,,,,,,
Fyendal's Fighting Spirit (Red),Uprising,normal,UPR194,+400.0%,listing/low,,,,,,
Fyendal's Fighting Spirit (Yellow),Uprising,normal,UPR195,+50.0%,listing/low,,,,,,
Glacial Horns,Uprising,normal,UPR137,+300.0%,listing/low,,,,,,
Healing Balm (Blue),Uprising,normal,UPR217,-50.0%,listing/low,,,,,,
Healing Balm (Red),Uprising,normal,UPR215,+150.0%,listing/low,,,,,,
Healing Balm (Yellow),Uprising,normal,UPR216,-50.0%,listing/low,,,,,,
Heat Wave,Uprising,normal,UPR047,-50.0%,listing/low,,,,,,
Hypothermia,Uprising,normal,UPR139,+17.2%,listing/low,,,,,,
Ice Bolt (Blue),Uprising,normal,UPR135,+400.0%,listing/low,,,,,,
Ice Bolt (Red),Uprising,normal,UPR133,+300.0%,listing/low,,,,,,
Ice Bolt (Yellow),Uprising,normal,UPR134,+50.0%,listing/low,,,,,,
Ice Eternal,Uprising,normal,UPR109,+550.0%,listing/low,,,,,,
Icebind (Blue),Uprising,normal,UPR121,-50.0%,listing/low,,,,,,
Icebind (Red),Uprising,normal,UPR119,+150.0%,listing/low,,,,,,
Icebind (Yellow),Uprising,normal,UPR120,-50.0%,listing/low,,,,,,
Inflame,Uprising,normal,UPR097,+150.0%,listing/low,,,,,,
Insidious Chill,Uprising,normal,UPR140,+0.0%,listing/low,,,,,,
Invoke Azvolai// Azvolai,Uprising,normal,,+372.7%,listing/low,,,,,,
Invoke Cromai // Cromai,Uprising,normal,,+405.9%,listing/low,,,,,,
Invoke Dominia // Dominia,Uprising,normal,,-12.7%,listing/low,,,,,,
Invoke Dracona Optimai // Dracona Optimai,Uprising,normal,,+72.4%,listing/low,,,,,,
Invoke Kyloria// Kyloria,Uprising,normal,,+108.7%,listing/low,,,,,,
Invoke Miragai // Miragai,Uprising,normal,,+108.7%,listing/low,,,,,,
Invoke Nekria // Nekria,Uprising,normal,,+172.7%,listing/low,,,,,,
Invoke Ouvia// Ouvia,Uprising,normal,,+1433.3%,listing/low,,,,,,
Invoke Themai // Themai,Uprising,normal,,+29.4%,listing/low,,,,,,
Invoke Tomeltai // Tomeltai,Uprising,normal,,+64.3%,listing/low,,,,,,
Invoke Vynserakai // Vynserakai,Uprising,normal,,+127.3%,listing/low,,,,,,
Invoke Yendurai // Yendurai,Uprising,normal,,+327.3%,listing/low,,,,,,
Isenhowl Weathervane (Blue),Uprising,normal,UPR143,+400.0%,listing/low,,,,,,
Isenhowl Weathervane (Red),Uprising,normal,UPR141,+400.0%,listing/low,,,,,,
Isenhowl Weathervane (Yellow),Uprising,normal,UPR142,+150.0%,listing/low,,,,,,
Lava Burst,Uprising,normal,UPR098,+650.0%,listing/low,,,,,,
Lava Vein Loyalty (Blue),Uprising,normal,UPR071,+400.0%,listing/low,,,,,,
Lava Vein Loyalty (Red),Uprising,normal,UPR069,+150.0%,listing/low,,,,,,
Lava Vein Loyalty (Yellow),Uprising,normal,UPR070,-50.0%,listing/low,,,,,,
Liquefy,Uprising,normal,UPR087,+360.0%,listing/low,,,,,,
Mounting Anger (Blue),Uprising,normal,UPR056,+100.0%,listing/low,,,,,,
Mounting Anger (Red),Uprising,normal,UPR054,+733.3%,listing/low,,,,,,
Mounting Anger (Yellow),Uprising,normal,UPR055,+0.0%,listing/low,,,,,,
Oasis Respite (Blue),Uprising,normal,UPR223,+0.0%,listing/low,,,,,,
Oasis Respite (Red),Uprising,normal,UPR221,+2800.0%,listing/low,,,,,,
Oasis Respite (Yellow),Uprising,normal,UPR222,+150.0%,listing/low,,,,,,
Phoenix Flame,Uprising,normal,UPR101,,,,,,,,
Phoenix Form,Uprising,normal,UPR048,-9.1%,listing/low,,,,,,
Polar Cap (Blue),Uprising,normal,UPR124,-50.0%,listing/low,,,,,,
Polar Cap (Red),Uprising,normal,UPR122,+150.0%,listing/low,,,,,,
Polar Cap (Yellow),Uprising,normal,UPR123,+50.0%,listing/low,,,,,,
Quelling Robe,Uprising,normal,UPR184,-50.0%,listing/low,,,,,,
Quelling Sleeves,Uprising,normal,UPR185,-50.0%,listing/low,,,,,,
Quelling Slippers,Uprising,normal,UPR186,-50.0%,listing/low,,,,,,
Rake the Embers (Blue),Uprising,normal,UPR035,-50.0%,listing/low,,,,,,
Rake the Embers (Red),Uprising,normal,UPR033,+200.0%,listing/low,,,,,,
Rake the Embers (Yellow),Uprising,normal,UPR034,+100.0%,listing/low,,,,,,
Rapid Reflex (Blue),Uprising,normal,UPR164,+100.0%,listing/low,,,,,,
Rapid Reflex (Red),Uprising,normal,UPR162,+300.0%,listing/low,,,,,,
Rapid Reflex (Yellow),Uprising,normal,UPR163,-50.0%,listing/low,,,,,,
Read the Ripples (Blue),Uprising,normal,UPR178,-50.0%,listing/low,,,,,,
Read the Ripples (Red),Uprising,normal,UPR176,-50.0%,listing/low,,,,,,
Read the Ripples (Yellow),Uprising,normal,UPR177,+50.0%,listing/low,,,,,,
Rebellious Rush (Blue),Uprising,normal,UPR074,-50.0%,listing/low,,,,,,
Rebellious Rush (Red),Uprising,normal,UPR072,+50.0%,listing/low,,,,,,
Rebellious Rush (Yellow),Uprising,normal,UPR073,+50.0%,listing/low,,,,,,
Red Hot,Uprising,normal,UPR090,+250.0%,listing/low,,,,,,
Rewind,Uprising,normal,UPR169,+172.7%,listing/low,,,,,,
Rise from the Ashes (Blue),Uprising,normal,UPR059,+300.0%,listing/low,,,,,,
Rise from the Ashes (Red),Uprising,normal,UPR057,+800.0%,listing/low,,,,,,
Rise from the Ashes (Yellow),Uprising,normal,UPR058,+150.0%,listing/low,,,,,,
Rise Up,Uprising,normal,UPR091,+100.0%,listing/low,,,,,,
Rising Resentment (Blue),Uprising,normal,UPR077,+400.0%,listing/low,,,,,,
Rising Resentment (Red),Uprising,normal,UPR075,+1100.0%,listing/low,,,,,,
