# ratio: cardmarket / tcgplayer
# fx: 1 EUR = 1.143 USD (ECB 2026-07-10)
Name,Set,Finish,Code,NM,NM Basis,SP/LP,SP/LP Basis,MP,MP Basis,HP,HP Basis
Rob the Rich (Blue),Dynasty,normal,DYN129,-60.0%,low/listing,,,,,,
Rob the Rich (Red),Dynasty,normal,DYN127,-77.8%,low/listing,,,,,,
Rob the Rich (Yellow),Dynasty,normal,DYN128,+0.0%,low/listing,,,,,,
Rok,Dynasty,normal,DYN005,+250.9%,low/listing,,,,,,
Rumble Grunting (Blue),Dynasty,normal,DYN024,-60.0%,low/listing,,,,,,
Rumble Grunting (Red),Dynasty,normal,DYN022,-60.0%,low/listing,,,,,,
Rumble Grunting (Yellow),Dynasty,normal,DYN023,-60.0%,low/listing,,,,,,
Runechant,Dynasty,normal,DYN191,-60.0%,low/listing,,,,,,
Runic Reaping (Blue),Dynasty,normal,DYN187,-60.0%,low/listing,,,,,,
Runic Reaping (Red),Dynasty,normal,DYN185,-60.0%,low/listing,,,,,,
Runic Reaping (Yellow),Dynasty,normal,DYN186,-33.3%,low/listing,,,,,,
Sack the Shifty (Blue),Dynasty,normal,DYN144,-60.0%,low/listing,,,,,,
Sack the Shifty (Red),Dynasty,normal,DYN142,-80.0%,low/listing,,,,,,
Sack the Shifty (Yellow),Dynasty,normal,DYN143,-60.0%,low/listing,,,,,,
Sandscour Greatbow,Dynasty,normal,DYN151,-16.5%,low/listing,,,,,,
Sap (Blue),Dynasty,normal,DYN208,-60.0%,low/listing,,,,,,
Sap (Red),Dynasty,normal,DYN206,-50.0%,low/listing,,,,,,
Sap (Yellow),Dynasty,normal,DYN207,+0.0%,low/listing,,,,,,
Savage Beatdown,Dynasty,normal,DYN007,-60.0%,low/listing,,,,,,
Scramble Pulse (Blue),Dynasty,normal,DYN097,-50.0%,low/listing,,,,,,
Scramble Pulse (Red),Dynasty,normal,DYN095,,,,,,,,
Scramble Pulse (Yellow),Dynasty,normal,DYN096,-50.0%,low/listing,,,,,,
Seasoned Saviour,Dynasty,normal,DYN026,-8.0%,low/listing,,,,,,
Seerstone,Dynasty,normal,DYN193,-60.0%,low/listing,,,,,,
Shield Bash (Blue),Dynasty,normal,DYN032,-33.3%,low/listing,,,,,,
Shield Bash (Red),Dynasty,normal,DYN030,-33.3%,low/listing,,,,,,
Shield Bash (Yellow),Dynasty,normal,DYN031,-33.3%,low/listing,,,,,,
Shield Wall (Blue),Dynasty,normal,DYN038,+0.0%,low/listing,,,,,,
Shield Wall (Red),Dynasty,normal,DYN036,+0.0%,low/listing,,,,,,
Shield Wall (Yellow),Dynasty,normal,DYN037,-33.3%,low/listing,,,,,,
Shred (Blue),Dynasty,normal,DYN132,-51.4%,low/listing,,,,,,
Shred (Red),Dynasty,normal,DYN130,-70.0%,low/listing,,,,,,
Shred (Yellow),Dynasty,normal,DYN131,-18.6%,low/listing,,,,,,
Silver,Dynasty,normal,DYN245,-80.0%,low/listing,,,,,,
Skull Crack,Dynasty,normal,DYN008,-16.2%,low/listing,,,,,,
Sky Fire Lanterns (Blue),Dynasty,normal,DYN190,-33.3%,low/listing,,,,,,
Sky Fire Lanterns (Red),Dynasty,normal,DYN188,-60.0%,low/listing,,,,,,
Sky Fire Lanterns (Yellow),Dynasty,normal,DYN189,-60.0%,low/listing,,,,,,
Slay the Scholars (Blue),Dynasty,normal,DYN147,-60.0%,low/listing,,,,,,
Slay the Scholars (Red),Dynasty,normal,DYN145,-80.0%,low/listing,,,,,,
Slay the Scholars (Yellow),Dynasty,normal,DYN146,-60.0%,low/listing,,,,,,
Spectral Procession,Dynasty,normal,DYN216,-53.3%,low/listing,,,,,,
Spectral Prowler (Blue),Dynasty,normal,DYN226,-60.0%,low/listing,,,,,,
Spectral Prowler (Red),Dynasty,normal,DYN224,-60.0%,low/listing,,,,,,
Spectral Prowler (Yellow),Dynasty,normal,DYN225,-60.0%,low/listing,,,,,,
Spectral Rider (Blue),Dynasty,normal,DYN229,-66.7%,low/listing,,,,,,
Spectral Rider (Red),Dynasty,normal,DYN227,-50.0%,low/listing,,,,,,
Spectral Rider (Yellow),Dynasty,normal,DYN228,+100.0%,low/listing,,,,,,
Spectral Shield,Dynasty,normal,DYN233,-60.0%,low/listing,,,,,,
Spell Fray Cloak,Dynasty,normal,DYN237,-77.8%,low/listing,,,,,,
Spell Fray Gloves,Dynasty,normal,DYN238,-85.7%,low/listing,,,,,,
Spell Fray Leggings,Dynasty,normal,DYN239,-80.0%,low/listing,,,,,,
Spell Fray Tiara,Dynasty,normal,DYN236,-87.5%,low/listing,,,,,,
Spellbane Aegis,Dynasty,normal,DYN246,-60.0%,low/listing,,,,,,
Steelbraid Buckler,Dynasty,normal,DYN027,-75.0%,low/listing,,,,,,
Surgent Aethertide,Dynasty,normal,DYN192,+118.3%,low/listing,,,,,,
Surgical Extraction,Dynasty,normal,DYN122,+61.8%,low/listing,,,,,,
Swell Tidings,Dynasty,normal,DYN195,+44.3%,low/listing,,,,,,
Tearing Shuko,Dynasty,normal,DYN046,-86.7%,low/listing,,,,,,
Tempest Aurora (Blue),Dynasty,normal,DYN211,-50.0%,low/listing,,,,,,
Tempest Aurora (Red),Dynasty,normal,DYN209,-50.0%,low/listing,,,,,,
Tempest Aurora (Yellow),Dynasty,normal,DYN210,-33.3%,low/listing,,,,,,
Tiger Swipe,Dynasty,normal,DYN047,+186.1%,low/listing,,,,,,
Tome of Aeo,Dynasty,normal,DYN217,-21.4%,low/listing,,,,,,
Tranquil Passing (Blue),Dynasty,normal,DYN223,-50.0%,low/listing,,,,,,
Tranquil Passing (Red),Dynasty,normal,DYN221,-60.0%,low/listing,,,,,,
Tranquil Passing (Yellow),Dynasty,normal,DYN222,+0.0%,low/listing,,,,,,
Urgent Delivery (Blue),Dynasty,normal,DYN109,+0.0%,low/listing,,,,,,
Urgent Delivery (Red),Dynasty,normal,DYN107,-60.0%,low/listing,,,,,,
Urgent Delivery (Yellow),Dynasty,normal,DYN108,-60.0%,low/listing,,,,,,
Visit the Imperial Forge (Blue),Dynasty,normal,DYN087,-33.3%,low/listing,,,,,,
Visit the Imperial Forge (Red),Dynasty,normal,DYN085,-33.3%,low/listing,,,,,,
Visit the Imperial Forge (Yellow),Dynasty,normal,DYN086,-50.0%,low/listing,,,,,,
Water Glow Lanterns (Blue),Dynasty,normal,DYN232,-60.0%,low/listing,,,,,,
Water Glow Lanterns (Red),Dynasty,normal,DYN230,-60.0%,low/listing,,,,,,
Water Glow Lanterns (Yellow),Dynasty,normal,DYN231,-60.0%,low/listing,,,,,,
Wave of Reality,Dynasty,normal,DYN214,-93.3%,low/listing,,,,,,
Withstand (Blue),Dynasty,normal,DYN044,-33.3%,low/listing,,,,,,
Withstand (Red),Dynasty,normal,DYN042,-50.0%,low/listing,,,,,,
Withstand (Yellow),Dynasty,normal,DYN043,-33.3%,low/listing,,,,,,
"Yoji, Royal Protector",Dynasty,normal,DYN025,,,,,,,,
Aether Ashwing // Ash,Uprising,normal,,-77.8%,low/listing,,,,,,
Aether Dart (Blue),Uprising,normal,UPR175,-60.0%,low/listing,,,,,,
Aether Dart (Red),Uprising,normal,UPR173,-60.0%,low/listing,,,,,,
Aether Dart (Yellow),Uprising,normal,UPR174,+100.0%,low/listing,,,,,,
Aether Hail (Blue),Uprising,normal,UPR129,-75.0%,low/listing,,,,,,
Aether Hail (Red),Uprising,normal,UPR127,-50.0%,low/listing,,,,,,
Aether Hail (Yellow),Uprising,normal,UPR128,+100.0%,low/listing,,,,,,
Aether Icevein (Blue),Uprising,normal,UPR115,-77.8%,low/listing,,,,,,
Aether Icevein (Red),Uprising,normal,UPR113,-75.0%,low/listing,,,,,,
Aether Icevein (Yellow),Uprising,normal,UPR114,-71.4%,low/listing,,,,,,
Arctic Incarceration (Blue),Uprising,normal,UPR146,-77.8%,low/listing,,,,,,
Arctic Incarceration (Red),Uprising,normal,UPR144,-86.7%,low/listing,,,,,,
Arctic Incarceration (Yellow),Uprising,normal,UPR145,+100.0%,low/listing,,,,,,
Billowing Mirage (Blue),Uprising,normal,UPR020,-75.0%,low/listing,,,,,,
Billowing Mirage (Red),Uprising,normal,UPR018,-75.0%,low/listing,,,,,,
Billowing Mirage (Yellow),Uprising,normal,UPR019,-50.0%,low/listing,,,,,,
Blaze Headlong,Uprising,normal,UPR092,-86.7%,low/listing,,,,,,
Brain Freeze (Blue),Uprising,normal,UPR118,-66.7%,low/listing,,,,,,
Brain Freeze (Red),Uprising,normal,UPR116,+0.0%,low/listing,,,,,,
Brain Freeze (Yellow),Uprising,normal,UPR117,+0.0%,low/listing,,,,,,
Brand with Cinderclaw (Blue),Uprising,normal,UPR062,-80.0%,low/listing,,,,,,
Brand with Cinderclaw (Red),Uprising,normal,UPR060,-77.8%,low/listing,,,,,,
Brand with Cinderclaw (Yellow),Uprising,normal,UPR061,-77.8%,low/listing,,,,,,
Breaking Point,Uprising,normal,UPR093,-80.0%,low/listing,,,,,,
Brothers in Arms (Blue),Uprising,normal,UPR205,-60.0%,low/listing,,,,,,
Brothers in Arms (Red),Uprising,normal,UPR203,+100.0%,low/listing,,,,,,
Brothers in Arms (Yellow),Uprising,normal,UPR204,-50.0%,low/listing,,,,,,
Burn Away,Uprising,normal,UPR094,+100.0%,low/listing,,,,,,
Burn Them All,Uprising,normal,UPR005,+35.9%,low/listing,,,,,,
Channel the Bleak Expanse,Uprising,normal,UPR138,-42.5%,low/listing,,,,,,
Cinderskin Devotion (Blue),Uprising,normal,UPR065,-50.0%,low/listing,,,,,,
Cinderskin Devotion (Red),Uprising,normal,UPR063,+100.0%,low/listing,,,,,,
Cinderskin Devotion (Yellow),Uprising,normal,UPR064,+100.0%,low/listing,,,,,,
Cold Snap (Blue),Uprising,normal,UPR149,-80.0%,low/listing,,,,,,
Cold Snap (Red),Uprising,normal,UPR147,-33.3%,low/listing,,,,,,
Cold Snap (Yellow),Uprising,normal,UPR148,-60.0%,low/listing,,,,,,
Combustion Point,Uprising,normal,UPR050,-10.0%,low/listing,,,,,,
Conduit of Frostburn,Uprising,normal,UPR125,-60.0%,low/listing,,,,,,
Cracked Bauble,Uprising,normal,UPR224,+0.0%,low/listing,,,,,,
Critical Strike (Blue),Uprising,normal,UPR208,+0.0%,low/listing,,,,,,
Critical Strike (Red),Uprising,normal,UPR206,+0.0%,low/listing,,,,,,
Critical Strike (Yellow),Uprising,normal,UPR207,+100.0%,low/listing,,,,,,
Dampen (Blue),Uprising,normal,UPR172,-50.0%,low/listing,,,,,,
Dampen (Red),Uprising,normal,UPR170,-50.0%,low/listing,,,,,,
Dampen (Yellow),Uprising,normal,UPR171,,,,,,,,
Double Strike,Uprising,normal,UPR160,-53.3%,low/listing,,,,,,
Dunebreaker Cenipai (Blue),Uprising,normal,UPR023,-50.0%,low/listing,,,,,,
Dunebreaker Cenipai (Red),Uprising,normal,UPR021,-75.0%,low/listing,,,,,,
Dunebreaker Cenipai (Yellow),Uprising,normal,UPR022,-33.3%,low/listing,,,,,,
Dust Runner Outlaw (Blue),Uprising,normal,UPR068,+100.0%,low/listing,,,,,,
Dust Runner Outlaw (Red),Uprising,normal,UPR066,+100.0%,low/listing,,,,,,
Dust Runner Outlaw (Yellow),Uprising,normal,UPR067,+0.0%,low/listing,,,,,,
Dustup (Blue),Uprising,normal,UPR026,-60.0%,low/listing,,,,,,
Dustup (Red),Uprising,normal,UPR024,-77.8%,low/listing,,,,,,
Dustup (Yellow),Uprising,normal,UPR025,+100.0%,low/listing,,,,,,
Embermaw Cenipai (Blue),Uprising,normal,UPR029,-75.0%,low/listing,,,,,,
Embermaw Cenipai (Red),Uprising,normal,UPR027,-66.7%,low/listing,,,,,,
Embermaw Cenipai (Yellow),Uprising,normal,UPR028,+100.0%,low/listing,,,,,,
Encase,Uprising,normal,UPR104,-92.0%,low/listing,,,,,,
Engulfing Flamewave (Blue),Uprising,normal,UPR053,-60.0%,low/listing,,,,,,
Engulfing Flamewave (Red),Uprising,normal,UPR051,-80.0%,low/listing,,,,,,
Engulfing Flamewave (Yellow),Uprising,normal,UPR052,-50.0%,low/listing,,,,,,
Erase Face,Uprising,normal,UPR187,+37.8%,low/listing,,,,,,
Flameborn Retribution,Uprising,normal,UPR095,-60.0%,low/listing,,,,,,
Flamecall Awakening,Uprising,normal,UPR096,-75.0%,low/listing,,,,,,
Flex (Blue),Uprising,normal,UPR193,+100.0%,low/listing,,,,,,
Flex (Red),Uprising,normal,UPR191,+100.0%,low/listing,,,,,,
Flex (Yellow),Uprising,normal,UPR192,+100.0%,low/listing,,,,,,
Fog Down,Uprising,normal,UPR190,+22.2%,low/listing,,,,,,
Freezing Point,Uprising,normal,UPR105,-76.0%,low/listing,,,,,,
Frightmare,Uprising,normal,UPR153,-86.7%,low/listing,,,,,,
Frost Hex,Uprising,normal,UPR126,-63.0%,low/listing,,,,,,
Frostbite // Helio's Mitre,Uprising,normal,,+0.0%,low/listing,,,,,,
Frosting (Blue),Uprising,normal,UPR132,-80.0%,low/listing,,,,,,
Frosting (Red),Uprising,normal,UPR130,+100.0%,low/listing,,,,,,
Frosting (Yellow),Uprising,normal,UPR131,+100.0%,low/listing,,,,,,
Fyendal's Fighting Spirit (Blue),Uprising,normal,UPR196,-66.7%,low/listing,,,,,,
Fyendal's Fighting Spirit (Red),Uprising,normal,UPR194,-80.0%,low/listing,,,,,,
Fyendal's Fighting Spirit (Yellow),Uprising,normal,UPR195,-33.3%,low/listing,,,,,,
Glacial Horns,Uprising,normal,UPR137,-75.0%,low/listing,,,,,,
Healing Balm (Blue),Uprising,normal,UPR217,+100.0%,low/listing,,,,,,
Healing Balm (Red),Uprising,normal,UPR215,-60.0%,low/listing,,,,,,
Healing Balm (Yellow),Uprising,normal,UPR216,+100.0%,low/listing,,,,,,
Heat Wave,Uprising,normal,UPR047,+100.0%,low/listing,,,,,,
Hypothermia,Uprising,normal,UPR139,-14.7%,low/listing,,,,,,
Ice Bolt (Blue),Uprising,normal,UPR135,-80.0%,low/listing,,,,,,
Ice Bolt (Red),Uprising,normal,UPR133,-75.0%,low/listing,,,,,,
Ice Bolt (Yellow),Uprising,normal,UPR134,-33.3%,low/listing,,,,,,
Ice Eternal,Uprising,normal,UPR109,-84.6%,low/listing,,,,,,
Icebind (Blue),Uprising,normal,UPR121,+100.0%,low/listing,,,,,,
Icebind (Red),Uprising,normal,UPR119,-60.0%,low/listing,,,,,,
Icebind (Yellow),Uprising,normal,UPR120,+100.0%,low/listing,,,,,,
Inflame,Uprising,normal,UPR097,-60.0%,low/listing,,,,,,
Insidious Chill,Uprising,normal,UPR140,+0.0%,low/listing,,,,,,
Invoke Azvolai// Azvolai,Uprising,normal,,-78.8%,low/listing,,,,,,
Invoke Cromai // Cromai,Uprising,normal,,-80.2%,low/listing,,,,,,
Invoke Dominia // Dominia,Uprising,normal,,+14.5%,low/listing,,,,,,
Invoke Dracona Optimai // Dracona Optimai,Uprising,normal,,-42.0%,low/listing,,,,,,
Invoke Kyloria// Kyloria,Uprising,normal,,-52.1%,low/listing,,,,,,
Invoke Miragai // Miragai,Uprising,normal,,-52.1%,low/listing,,,,,,
Invoke Nekria // Nekria,Uprising,normal,,-63.3%,low/listing,,,,,,
Invoke Ouvia// Ouvia,Uprising,normal,,-93.5%,low/listing,,,,,,
Invoke Themai // Themai,Uprising,normal,,-22.7%,low/listing,,,,,,
Invoke Tomeltai // Tomeltai,Uprising,normal,,-39.1%,low/listing,,,,,,
Invoke Vynserakai // Vynserakai,Uprising,normal,,-56.0%,low/listing,,,,,,
Invoke Yendurai // Yendurai,Uprising,normal,,-76.6%,low/listing,,,,,,
Isenhowl Weathervane (Blue),Uprising,normal,UPR143,-80.0%,low/listing,,,,,,
Isenhowl Weathervane (Red),Uprising,normal,UPR141,-80.0%,low/listing,,,,,,
Isenhowl Weathervane (Yellow),Uprising,normal,UPR142,-60.0%,low/listing,,,,,,
Lava Burst,Uprising,normal,UPR098,-86.7%,low/listing,,,,,,
Lava Vein Loyalty (Blue),Uprising,normal,UPR071,-80.0%,low/listing,,,,,,
Lava Vein Loyalty (Red),Uprising,normal,UPR069,-60.0%,low/listing,,,,,,
Lava Vein Loyalty (Yellow),Uprising,normal,UPR070,+100.0%,low/listing,,,,,,
Liquefy,Uprising,normal,UPR087,-78.3%,low/listing,,,,,,
Mounting Anger (Blue),Uprising,normal,UPR056,-50.0%,low/listing,,,,,,
Mounting Anger (Red),Uprising,normal,UPR054,-88.0%,low/listing,,,,,,
Mounting Anger (Yellow),Uprising,normal,UPR055,+0.0%,low/listing,,,,,,
Oasis Respite (Blue),Uprising,normal,UPR223,+0.0%,low/listing,,,,,,
Oasis Respite (Red),Uprising,normal,UPR221,-96.6%,low/listing,,,,,,
Oasis Respite (Yellow),Uprising,normal,UPR222,-60.0%,low/listing,,,,,,
Phoenix Flame,Uprising,normal,UPR101,,,,,,,,
Phoenix Form,Uprising,normal,UPR048,+10.0%,low/listing,,,,,,
Polar Cap (Blue),Uprising,normal,UPR124,+100.0%,low/listing,,,,,,
Polar Cap (Red),Uprising,normal,UPR122,-60.0%,low/listing,,,,,,
Polar Cap (Yellow),Uprising,normal,UPR123,-33.3%,low/listing,,,,,,
Quelling Robe,Uprising,normal,UPR184,+100.0%,low/listing,,,,,,
Quelling Sleeves,Uprising,normal,UPR185,+100.0%,low/listing,,,,,,
Quelling Slippers,Uprising,normal,UPR186,+100.0%,low/listing,,,,,,
Rake the Embers (Blue),Uprising,normal,UPR035,+100.0%,low/listing,,,,,,
Rake the Embers (Red),Uprising,normal,UPR033,-66.7%,low/listing,,,,,,
Rake the Embers (Yellow),Uprising,normal,UPR034,-50.0%,low/listing,,,,,,
Rapid Reflex (Blue),Uprising,normal,UPR164,-50.0%,low/listing,,,,,,
Rapid Reflex (Red),Uprising,normal,UPR162,-75.0%,low/listing,,,,,,
Rapid Reflex (Yellow),Uprising,normal,UPR163,+100.0%,low/listing,,,,,,
Read the Ripples (Blue),Uprising,normal,UPR178,+100.0%,low/listing,,,,,,
Read the Ripples (Red),Uprising,normal,UPR176,+100.0%,low/listing,,,,,,
Read the Ripples (Yellow),Uprising,normal,UPR177,-33.3%,low/listing,,,,,,
Rebellious Rush (Blue),Uprising,normal,UPR074,+100.0%,low/listing,,,,,,
Rebellious Rush (Red),Uprising,normal,UPR072,-33.3%,low/listing,,,,,,
Rebellious Rush (Yellow),Uprising,normal,UPR073,-33.3%,low/listing,,,,,,
Red Hot,Uprising,normal,UPR090,-71.4%,low/listing,,,,,,
Rewind,Uprising,normal,UPR169,-63.3%,low/listing,,,,,,
Rise from the Ashes (Blue),Uprising,normal,UPR059,-75.0%,low/listing,,,,,,
Rise from the Ashes (Red),Uprising,normal,UPR057,-88.9%,low/listing,,,,,,
Rise from the Ashes (Yellow),Uprising,normal,UPR058,-60.0%,low/listing,,,,,,
Rise Up,Uprising,normal,UPR091,-50.0%,low/listing,,,,,,
Rising Resentment (Blue),Uprising,normal,UPR077,-80.0%,low/listing,,,,,,
Rising Resentment (Red),Uprising,normal,UPR075,-91.7%,low/listing,,,,,,
Rising Resentment (Yellow),Uprising,normal,UPR076,-60.0%,low/listing,,,,,,
Ronin Renegade (Blue),Uprising,normal,UPR080,-50.0%,low/listing,,,,,,
Ronin Renegade (Red),Uprising,normal,UPR078,-75.0%,low/listing,,,,,,
Ronin Renegade (Yellow),Uprising,normal,UPR079,-60.0%,low/listing,,,,,,
Sand Cover (Blue),Uprising,normal,UPR041,-50.0%,low/listing,,,,,,
Sand Cover (Red),Uprising,normal,UPR039,-75.0%,low/listing,,,,,,
Sand Cover (Yellow),Uprising,normal,UPR040,-60.0%,low/listing,,,,,,
Sash of Sandikai,Uprising,normal,UPR085,-50.0%,low/listing,,,,,,
Scar for a Scar (Blue),Uprising,normal,UPR211,+100.0%,low/listing,,,,,,
Scar for a Scar (Red),Uprising,normal,UPR209,-80.0%,low/listing,,,,,,
Scar for a Scar (Yellow),Uprising,normal,UPR210,-50.0%,low/listing,,,,,,
Searing Touch,Uprising,normal,UPR099,+100.0%,low/listing,,,,,,
Semblance,Uprising,normal,UPR154,-81.8%,low/listing,,,,,,
Sift (Blue),Uprising,normal,UPR199,-60.0%,low/listing,,,,,,
Sift (Red),Uprising,normal,UPR197,-80.0%,low/listing,,,,,,
Sift (Yellow),Uprising,normal,UPR198,-66.7%,low/listing,,,,,,
Sigil of Permafrost (Blue),Uprising,normal,UPR108,-50.0%,low/listing,,,,,,
Sigil of Permafrost (Red),Uprising,normal,UPR106,-50.0%,low/listing,,,,,,
Sigil of Permafrost (Yellow),Uprising,normal,UPR107,-60.0%,low/listing,,,,,,
Sigil of Protection (Blue),Uprising,normal,UPR220,+100.0%,low/listing,,,,,,
Sigil of Protection (Red),Uprising,normal,UPR218,-60.0%,low/listing,,,,,,
Sigil of Protection (Yellow),Uprising,normal,UPR219,+0.0%,low/listing,,,,,,
Silent Stilettos,Uprising,normal,UPR152,-60.0%,low/listing,,,,,,
Silken Form,Uprising,normal,UPR004,-60.0%,low/listing,,,,,,
Singe (Blue),Uprising,normal,UPR181,-60.0%,low/listing,,,,,,
Singe (Red),Uprising,normal,UPR179,-60.0%,low/listing,,,,,,
Singe (Yellow),Uprising,normal,UPR180,-33.3%,low/listing,,,,,,
Skittering Sands (Blue),Uprising,normal,UPR038,-50.0%,low/listing,,,,,,
Skittering Sands (Red),Uprising,normal,UPR036,-50.0%,low/listing,,,,,,
Skittering Sands (Yellow),Uprising,normal,UPR037,+100.0%,low/listing,,,,,,
Soaring Strike (Blue),Uprising,normal,UPR083,+0.0%,low/listing,,,,,,
Soaring Strike (Red),Uprising,normal,UPR081,-66.7%,low/listing,,,,,,
Soaring Strike (Yellow),Uprising,normal,UPR082,+0.0%,low/listing,,,,,,
Spellfire Cloak,Uprising,normal,UPR167,-77.8%,low/listing,,,,,,
Spreading Flames,Uprising,normal,UPR049,-36.7%,low/listing,,,,,,
Stoke the Flames,Uprising,normal,UPR100,+100.0%,low/listing,,,,,,
Strategic Planning (Blue),Uprising,normal,UPR202,+100.0%,low/listing,,,,,,
Strategic Planning (Red),Uprising,normal,UPR200,-50.0%,low/listing,,,,,,
Strategic Planning (Yellow),Uprising,normal,UPR201,,,,,,,,
Succumb to Winter (Blue),Uprising,normal,UPR112,-60.0%,low/listing,,,,,,
Succumb to Winter (Red),Uprising,normal,UPR110,-50.0%,low/listing,,,,,,
Succumb to Winter (Yellow),Uprising,normal,UPR111,+0.0%,low/listing,,,,,,
Sweeping Blow (Blue),Uprising,normal,UPR032,+100.0%,low/listing,,,,,,
Sweeping Blow (Red),Uprising,normal,UPR030,-60.0%,low/listing,,,,,,
Sweeping Blow (Yellow),Uprising,normal,UPR031,+100.0%,low/listing,,,,,,
Take the Tempo,Uprising,normal,UPR161,-30.9%,low/listing,,,,,,
That All You Got?,Uprising,normal,UPR189,+166.7%,low/listing,,,,,,
Thaw,Uprising,normal,UPR086,-26.7%,low/listing,,,,,,
Tide Flippers,Uprising,normal,UPR159,-60.0%,low/listing,,,,,,
Tome of Duplicity,Uprising,normal,UPR168,-77.8%,low/listing,,,,,,
Tome of Firebrand,Uprising,normal,UPR089,-86.7%,low/listing,,,,,,
Trade In (Blue),Uprising,normal,UPR214,+100.0%,low/listing,,,,,,
Trade In (Red),Uprising,normal,UPR212,+100.0%,low/listing,,,,,,
Trade In (Yellow),Uprising,normal,UPR213,+100.0%,low/listing,,,,,,
Transmogrify (Blue),Uprising,normal,UPR157,+100.0%,low/listing,,,,,,
Transmogrify (Red),Uprising,normal,UPR155,-33.3%,low/listing,,,,,,
Transmogrify (Yellow),Uprising,normal,UPR156,+100.0%,low/listing,,,,,,
Uprising,Uprising,normal,UPR088,-45.0%,low/listing,,,,,,
Vipox,Uprising,normal,UPR188,+9.5%,low/listing,,,,,,
Alpha Rampage,Classic Battles: Rhinar vs Dorinthea,normal,,-78.3%,low/listing,,,,,,
Blade Flash,Classic Battles: Rhinar vs Dorinthea,normal,,-76.0%,low/listing,,,,,,
Chief Ruk'utan,Classic Battles: Rhinar vs Dorinthea,normal,,-75.9%,low/listing,,,,,,
Clearing Bellow,Classic Battles: Rhinar vs Dorinthea,normal,,-77.1%,low/listing,,,,,,
Dodge,Classic Battles: Rhinar vs Dorinthea,normal,,-33.3%,low/listing,,,,,,
En Garde,Classic Battles: Rhinar vs Dorinthea,normal,,-86.7%,low/listing,,,,,,
Glistening Steelblade,Classic Battles: Rhinar vs Dorinthea,normal,,-59.0%,low/listing,,,,,,
Hala Goldenhelm,Classic Battles: Rhinar vs Dorinthea,normal,,-70.6%,low/listing,,,,,,
Muscle Mutt,Classic Battles: Rhinar vs Dorinthea,normal,,-83.3%,low/listing,,,,,,
On a Knife Edge,Classic Battles: Rhinar vs Dorinthea,normal,,-60.0%,low/listing,,,,,,
Pack Call,Classic Battles: Rhinar vs Dorinthea,normal,,-83.3%,low/listing,,,,,,
Quicken,Classic Battles: Rhinar vs Dorinthea,normal,,-60.0%,low/listing,,,,,,
Run Through,Classic Battles: Rhinar vs Dorinthea,normal,,-59.8%,low/listing,,,,,,
Thrust,Classic Battles: Rhinar vs Dorinthea,normal,,-68.4%,low/listing,,,,,,
Toughen Up,Classic Battles: Rhinar vs Dorinthea,normal,,-31.2%,low/listing,,,,,,
Visit the Blacksmith,Classic Battles: Rhinar vs Dorinthea,normal,,-64.3%,low/listing,,,,,,
Wrecking Ball,Classic Battles: Rhinar vs Dorinthea,normal,,-64.3%,low/listing,,,,,,
Aether Wildfire,Everfest,normal,EVR123,-80.8%,low/listing,,,,,,
Amulet of Assertiveness,Everfest,normal,EVR176,+100.0%,low/listing,,,,,,
Amulet of Echoes,Everfest,normal,EVR177,-18.2%,low/listing,,,,,,
Amulet of Havencall,Everfest,normal,EVR178,+100.0%,low/listing,,,,,,
Amulet of Ignition,Everfest,normal,EVR179,+100.0%,low/listing,,,,,,
Amulet of Intervention,Everfest,normal,EVR180,-33.3%,low/listing,,,,,,
Amulet of Oblation,Everfest,normal,EVR181,+0.0%,low/listing,,,,,,
Arcane Lantern,Everfest,normal,EVR155,+91.8%,low/listing,,,,,,
Arcanite Skullcap,Everfest,normal,EVR154,+26.4%,low/listing,,,,,,
Bad Beats (Blue),Everfest,normal,EVR016,+100.0%,low/listing,,,,,,
Bad Beats (Red),Everfest,normal,EVR014,+100.0%,low/listing,,,,,,
Bad Beats (Yellow),Everfest,normal,EVR015,+100.0%,low/listing,,,,,,
Bare Fangs (Blue),Everfest,normal,EVR010,+100.0%,low/listing,,,,,,
Bare Fangs (Red),Everfest,normal,EVR008,-60.0%,low/listing,,,,,,
Bare Fangs (Yellow),Everfest,normal,EVR009,-33.3%,low/listing,,,,,,
Battering Bolt,Everfest,normal,EVR088,-27.5%,low/listing,,,,,,
Bingo,Everfest,normal,EVR156,+80.0%,low/listing,,,,,,
Blade Runner (Blue),Everfest,normal,EVR062,-75.0%,low/listing,,,,,,
Blade Runner (Red),Everfest,normal,EVR060,-75.0%,low/listing,,,,,,
Blade Runner (Yellow),Everfest,normal,EVR061,-75.0%,low/listing,,,,,,
Blood on Her Hands,Everfest,normal,EVR055,-30.6%,low/listing,,,,,,
"Bravo, Star of the Show",Everfest,normal,EVR017,,,,,,,,
Break Tide,Everfest,normal,EVR038,-65.9%,low/listing,,,,,,
Cash Out,Everfest,normal,EVR158,-47.6%,low/listing,,,,,,
Clarity Potion,Everfest,normal,EVR182,-71.4%,low/listing,,,,,,
Coalescence Mirage (Blue),Everfest,normal,EVR146,+100.0%,low/listing,,,,,,
Coalescence Mirage (Red),Everfest,normal,EVR144,+100.0%,low/listing,,,,,,
Coalescence Mirage (Yellow),Everfest,normal,EVR145,-33.3%,low/listing,,,,,,
