# currency: USD
Name,Set,Finish,Code,NM,NM Source,SP/LP,SP/LP Source,MP,MP Source,HP,HP Source
Emerging Avalanche (Yellow),Tales of Aria,normal,ELE026,0.01,listing,0.05,listing,,,,
Emerging Avalanche (Yellow),Tales of Aria,foil,ELE026,0.05,listing,0.2,listing,,,,
Endless Winter,Tales of Aria,normal,ELE004,0.09,listing,0.28,listing,0.49,listing,2.61,listing
Endless Winter,Tales of Aria,foil,ELE004,0.26,listing,0.5,listing,,,,
Entangle (Blue),Tales of Aria,normal,ELE015,0.01,listing,0.09,listing,,,,
Entangle (Blue),Tales of Aria,foil,ELE015,0.05,listing,0.26,listing,,,4.18,listing
Entangle (Red),Tales of Aria,normal,ELE013,0.03,listing,0.05,listing,0.1,listing,,
Entangle (Red),Tales of Aria,foil,ELE013,0.17,listing,2.16,listing,1.97,listing,4.18,listing
Entangle (Yellow),Tales of Aria,normal,ELE014,0.01,listing,0.05,listing,,,,
Entangle (Yellow),Tales of Aria,foil,ELE014,0.12,listing,3.53,listing,,,4.18,listing
Entwine Earth (Blue),Tales of Aria,normal,ELE096,0.03,listing,0.1,listing,2.61,listing,,
Entwine Earth (Blue),Tales of Aria,foil,ELE096,0.1,listing,1.72,listing,,,,
Entwine Earth (Red),Tales of Aria,normal,ELE094,0.04,listing,0.13,listing,,,,
Entwine Earth (Red),Tales of Aria,foil,ELE094,0.19,listing,0.25,listing,4.18,listing,4.18,listing
Entwine Earth (Yellow),Tales of Aria,normal,ELE095,0.04,listing,0.03,listing,,,,
Entwine Earth (Yellow),Tales of Aria,foil,ELE095,0.16,listing,0.35,listing,4.18,listing,4.18,listing
Entwine Ice (Blue),Tales of Aria,normal,ELE099,0.01,listing,0.07,listing,,,,
Entwine Ice (Blue),Tales of Aria,foil,ELE099,0.15,listing,1.72,listing,4.18,listing,,
Entwine Ice (Red),Tales of Aria,normal,ELE097,0.04,listing,0.05,listing,0.25,listing,,
Entwine Ice (Red),Tales of Aria,foil,ELE097,0.15,listing,0.35,listing,1.92,listing,,
Entwine Ice (Yellow),Tales of Aria,normal,ELE098,0.01,listing,0.05,listing,,,,
Entwine Ice (Yellow),Tales of Aria,foil,ELE098,0.1,listing,0.25,listing,,,1.97,listing
Entwine Lightning (Blue),Tales of Aria,normal,ELE102,0.04,listing,0.03,listing,,,,
Entwine Lightning (Blue),Tales of Aria,foil,ELE102,0.13,listing,0.35,listing,4.18,listing,1.97,listing
Entwine Lightning (Red),Tales of Aria,normal,ELE100,0.1,listing,0.22,listing,,,,
Entwine Lightning (Red),Tales of Aria,foil,ELE100,2.25,listing,2.55,listing,5.39,listing,,
Entwine Lightning (Yellow),Tales of Aria,normal,ELE101,,,,,,,,
Entwine Lightning (Yellow),Tales of Aria,foil,ELE101,0.1,listing,0.35,listing,,,,
Evergreen (Blue),Tales of Aria,normal,ELE121,0.09,listing,0.2,listing,4.18,listing,1.92,listing
Evergreen (Blue),Tales of Aria,foil,ELE121,0.24,listing,0.31,listing,2.61,listing,,
Evergreen (Red),Tales of Aria,normal,ELE119,0.24,listing,0.28,listing,4.18,listing,,
Evergreen (Red),Tales of Aria,foil,ELE119,2,listing,2.66,listing,,,,
Evergreen (Yellow),Tales of Aria,normal,ELE120,0.04,listing,0.05,listing,1.99,listing,4.18,listing
Evergreen (Yellow),Tales of Aria,foil,ELE120,0.09,listing,0.29,listing,,,,
Explosive Growth (Blue),Tales of Aria,normal,ELE069,0.04,listing,0.14,listing,4.18,listing,4.18,listing
Explosive Growth (Blue),Tales of Aria,foil,ELE069,0.15,listing,0.25,listing,2.28,listing,,
Explosive Growth (Red),Tales of Aria,normal,ELE067,0.04,listing,0.14,listing,1.92,listing,,
Explosive Growth (Red),Tales of Aria,foil,ELE067,0.09,listing,0.1,listing,,,,
Explosive Growth (Yellow),Tales of Aria,normal,ELE068,0.03,listing,0.05,listing,4.18,listing,,
Explosive Growth (Yellow),Tales of Aria,foil,ELE068,0.12,listing,0.25,listing,4.18,listing,,
Exposed to the Elements,Tales of Aria,normal,ELE093,0.11,listing,0.1,listing,0.49,listing,,
Exposed to the Elements,Tales of Aria,foil,ELE093,0.24,listing,0.44,listing,,,,
Flake Out (Blue),Tales of Aria,normal,ELE058,0.03,listing,0.05,listing,,,,
Flake Out (Blue),Tales of Aria,foil,ELE058,0.1,listing,1.29,listing,1.97,listing,1.97,listing
Flake Out (Red),Tales of Aria,normal,ELE056,0.03,listing,0.06,listing,,,,
Flake Out (Red),Tales of Aria,foil,ELE056,,,0.2,listing,,,,
Flake Out (Yellow),Tales of Aria,normal,ELE057,0.01,listing,0.06,listing,,,,
Flake Out (Yellow),Tales of Aria,foil,ELE057,0.14,listing,3.7,listing,0.75,listing,,
Flash (Blue),Tales of Aria,normal,ELE179,0.04,listing,0.15,listing,4.18,listing,4.18,listing
Flash (Blue),Tales of Aria,foil,ELE179,0.14,listing,0.5,listing,0.75,listing,0.75,listing
Flash (Red),Tales of Aria,normal,ELE177,0.04,listing,0.07,listing,2.61,listing,,
Flash (Red),Tales of Aria,foil,ELE177,0.09,listing,0.35,listing,,,,
Flash (Yellow),Tales of Aria,normal,ELE178,0.03,listing,0.05,listing,2.61,listing,,
Flash (Yellow),Tales of Aria,foil,ELE178,0.15,listing,0.35,listing,4.18,listing,,
Flashfreeze,Tales of Aria,normal,ELE092,0.23,listing,0.25,listing,0.43,listing,,
Flashfreeze,Tales of Aria,foil,ELE092,0.25,listing,0.52,listing,4.18,listing,,
Flicker Wisp,Tales of Aria,normal,ELE065,0.25,listing,0.49,listing,0.24,listing,,
Flicker Wisp,Tales of Aria,foil,ELE065,0.85,listing,0.49,listing,,,,
Force of Nature,Tales of Aria,normal,ELE066,0.24,listing,0.39,listing,0.52,listing,2.61,listing
Force of Nature,Tales of Aria,foil,ELE066,0.36,listing,0.4,listing,,,,
Frazzle (Blue),Tales of Aria,normal,ELE061,0.01,listing,0.05,listing,0.34,listing,,
Frazzle (Blue),Tales of Aria,foil,ELE061,0.2,listing,1.3,listing,4.18,listing,4.18,listing
Frazzle (Red),Tales of Aria,normal,ELE059,0.01,listing,0.05,listing,,,,
Frazzle (Red),Tales of Aria,foil,ELE059,0.15,listing,0.29,listing,2.93,listing,,
Frazzle (Yellow),Tales of Aria,normal,ELE060,0.03,listing,0.05,listing,,,,
Frazzle (Yellow),Tales of Aria,foil,ELE060,0.15,listing,0.2,listing,4.18,listing,4.18,listing
Frost Fang (Blue),Tales of Aria,normal,ELE150,0.09,listing,,,2.61,listing,,
Frost Fang (Blue),Tales of Aria,foil,ELE150,0.23,listing,0.35,listing,,,,
Frost Fang (Red),Tales of Aria,normal,ELE148,1,listing,1.15,listing,,,1.25,listing
Frost Fang (Red),Tales of Aria,foil,ELE148,3,listing,4.09,listing,,,,
Frost Fang (Yellow),Tales of Aria,normal,ELE149,0.06,listing,0.05,listing,0.34,listing,4.18,listing
Frost Fang (Yellow),Tales of Aria,foil,ELE149,0.13,listing,0.2,listing,4.18,listing,,
Frost Lock,Tales of Aria,normal,ELE035,0.24,listing,0.49,listing,0.45,listing,,
Frost Lock,Tales of Aria,foil,ELE035,0.7,listing,0.74,listing,,,,
Fulminate,Tales of Aria,normal,ELE091,0.23,listing,0.25,listing,,,2.46,listing
Fulminate,Tales of Aria,foil,ELE091,0.28,listing,0.5,listing,,,,
Glacial Footsteps (Blue),Tales of Aria,normal,ELE018,0.04,listing,0.07,listing,2.61,listing,,
Glacial Footsteps (Blue),Tales of Aria,foil,ELE018,0.49,listing,1.29,listing,,,,
Glacial Footsteps (Red),Tales of Aria,normal,ELE016,0.03,listing,0.06,listing,,,,
Glacial Footsteps (Red),Tales of Aria,foil,ELE016,0.27,listing,0.49,listing,1.29,listing,,
Glacial Footsteps (Yellow),Tales of Aria,normal,ELE017,,,,,35.15,listing,,
Glacial Footsteps (Yellow),Tales of Aria,foil,ELE017,0.15,listing,1.37,listing,1.97,listing,,
Heart of Ice,Tales of Aria,foil,ELE144,54.43,listing,68.94,listing,,,,
Heaven's Claws (Blue),Tales of Aria,normal,ELE194,0.05,listing,0.12,listing,,,,
Heaven's Claws (Blue),Tales of Aria,foil,ELE194,0.21,listing,0.38,listing,,,,
Heaven's Claws (Red),Tales of Aria,normal,ELE192,0.05,listing,0.05,listing,,,,
Heaven's Claws (Red),Tales of Aria,foil,ELE192,0.19,listing,0.2,listing,4.18,listing,4.18,listing
Heaven's Claws (Yellow),Tales of Aria,normal,ELE193,0.02,listing,0.02,listing,,,0.3,listing
Heaven's Claws (Yellow),Tales of Aria,foil,ELE193,0.1,listing,0.35,listing,0.75,listing,,
Honing Hood,Tales of Aria,normal,ELE214,0.05,listing,0.05,listing,0.34,listing,,
Honing Hood,Tales of Aria,foil,ELE214,0.35,listing,,,4.18,listing,,
Ice Quake (Blue),Tales of Aria,normal,ELE153,,,,,4.18,listing,4.18,listing
Ice Quake (Blue),Tales of Aria,foil,ELE153,0.47,listing,1.31,listing,,,,
Ice Quake (Red),Tales of Aria,normal,ELE151,0.53,listing,0.54,listing,4.18,listing,4.18,listing
Ice Quake (Red),Tales of Aria,foil,ELE151,2.74,listing,3.89,listing,,,,
Ice Quake (Yellow),Tales of Aria,normal,ELE152,0.06,listing,0.1,listing,4.18,listing,103.35,listing
Ice Quake (Yellow),Tales of Aria,foil,ELE152,0.13,listing,0.35,listing,4.18,listing,4.18,listing
Ice Storm,Tales of Aria,normal,ELE037,0.2,listing,0.24,listing,0.19,listing,,
Ice Storm,Tales of Aria,foil,ELE037,0.25,listing,0.57,listing,9.23,listing,,
Icy Encounter (Blue),Tales of Aria,normal,ELE159,0.05,listing,0.13,listing,2.93,listing,2.39,listing
Icy Encounter (Blue),Tales of Aria,foil,ELE159,0.19,listing,0.3,listing,4.18,listing,4.18,listing
Icy Encounter (Red),Tales of Aria,normal,ELE157,0.05,listing,0.07,listing,,,,
Icy Encounter (Red),Tales of Aria,foil,ELE157,0.2,listing,1.02,listing,,,,
Icy Encounter (Yellow),Tales of Aria,normal,ELE158,0.01,listing,0.05,listing,,,2.61,listing
Icy Encounter (Yellow),Tales of Aria,foil,ELE158,0.17,listing,1.23,listing,1.97,listing,,
Inspire Lightning (Blue),Tales of Aria,normal,ELE090,0.03,listing,0.05,listing,2.61,listing,2.61,listing
Inspire Lightning (Blue),Tales of Aria,foil,ELE090,0.12,listing,0.35,listing,,,4.18,listing
Inspire Lightning (Red),Tales of Aria,normal,ELE088,0.01,listing,0.05,listing,0.34,listing,,
Inspire Lightning (Red),Tales of Aria,foil,ELE088,,,0.35,listing,4.18,listing,,
Inspire Lightning (Yellow),Tales of Aria,normal,ELE089,0.01,listing,0.02,listing,0.34,listing,,
Inspire Lightning (Yellow),Tales of Aria,foil,ELE089,0.05,listing,0.16,listing,4.18,listing,4.18,listing
Invigorate (Blue),Tales of Aria,normal,ELE105,0.01,listing,0.06,listing,,,,
Invigorate (Blue),Tales of Aria,foil,ELE105,0.15,listing,0.35,listing,4.18,listing,,
Invigorate (Red),Tales of Aria,normal,ELE103,0.05,listing,0.05,listing,2.61,listing,2.61,listing
Invigorate (Red),Tales of Aria,foil,ELE103,0.15,listing,0.2,listing,,,,
Invigorate (Yellow),Tales of Aria,normal,ELE104,0.02,listing,0.03,listing,,,,
Invigorate (Yellow),Tales of Aria,foil,ELE104,0.1,listing,0.4,listing,4.18,listing,4.18,listing
"Korshem, Crossroad of Elements",Tales of Aria,foil,ELE000,28.34,listing,28.14,listing,,,,
Lexi // Frostbite,Tales of Aria,normal,,0.01,listing,0.1,listing,,,,
"Lexi, Livewire // Lexi",Tales of Aria,normal,,,,,,,,,
"Lexi, Livewire // Rosetta Thorn",Tales of Aria,normal,,0.05,listing,0.1,listing,,,,
Light it Up,Tales of Aria,normal,ELE036,0.18,listing,0.21,listing,0.52,listing,4.18,listing
Light it Up,Tales of Aria,foil,ELE036,0.31,listing,0.75,listing,1,listing,4.18,listing
Lightning Press (Blue),Tales of Aria,normal,ELE185,0.01,listing,0.03,listing,2.92,listing,4.18,listing
Lightning Press (Blue),Tales of Aria,foil,ELE185,0.09,listing,0.99,listing,1.97,listing,,
Lightning Press (Red),Tales of Aria,normal,ELE183,1.49,listing,1.7,listing,,,,
Lightning Press (Red),Tales of Aria,foil,ELE183,2.7,listing,3.89,listing,,,,
Lightning Press (Yellow),Tales of Aria,normal,ELE184,0.06,listing,0.07,listing,2.61,listing,4.18,listing
Lightning Press (Yellow),Tales of Aria,foil,ELE184,0.18,listing,0.38,listing,4.18,listing,,
Lightning Surge (Blue),Tales of Aria,normal,ELE191,,,,,2.61,listing,2.61,listing
Lightning Surge (Blue),Tales of Aria,foil,ELE191,0.15,listing,2.53,listing,0.75,listing,,
Lightning Surge (Red),Tales of Aria,normal,ELE189,0.1,listing,0.09,listing,,,,
Lightning Surge (Red),Tales of Aria,foil,ELE189,1.25,listing,2.21,listing,,,,
Lightning Surge (Yellow),Tales of Aria,normal,ELE190,,,,,0.34,listing,,
Lightning Surge (Yellow),Tales of Aria,foil,ELE190,0.15,listing,0.29,listing,1.97,listing,,
Mark of Lightning,Tales of Aria,normal,ELE174,0.01,listing,0.05,listing,0.34,listing,,
Mark of Lightning,Tales of Aria,foil,ELE174,0.49,listing,,,,,,
Mulch (Blue),Tales of Aria,normal,ELE021,0.03,listing,0.09,listing,,,,
Mulch (Blue),Tales of Aria,foil,ELE021,0.14,listing,0.4,listing,1.97,listing,2.61,listing
Mulch (Red),Tales of Aria,normal,ELE019,0.02,listing,0.05,listing,,,2.61,listing
Mulch (Red),Tales of Aria,foil,ELE019,0.1,listing,0.57,listing,0.4,listing,,
Mulch (Yellow),Tales of Aria,normal,ELE020,0.02,listing,0.05,listing,,,,
Mulch (Yellow),Tales of Aria,foil,ELE020,0.1,listing,0.15,listing,4.18,listing,4.18,listing
New Horizon,Tales of Aria,foil,ELE213,15,listing,13.09,listing,,,,
Oaken Old,Tales of Aria,normal,ELE005,1.9,listing,1.98,listing,5.72,listing,,
Oaken Old,Tales of Aria,foil,ELE005,2.9,listing,3.95,listing,,,,
Oldhim // Frostbite,Tales of Aria,normal,,0.01,listing,0.15,listing,0.24,listing,0.15,listing
"Oldhim, Grandfather of Eternity // Oldhim",Tales of Aria,normal,,,,,,,,,
"Oldhim, Grandfather of Eternity // Shiver",Tales of Aria,normal,,0.05,listing,0.15,listing,,,,
Over Flex (Blue),Tales of Aria,normal,ELE221,0.01,listing,0.06,listing,0.34,listing,,
Over Flex (Blue),Tales of Aria,foil,ELE221,0.15,listing,0.2,listing,2.19,listing,,
Over Flex (Red),Tales of Aria,normal,ELE219,0.05,listing,0.05,listing,,,,
Over Flex (Red),Tales of Aria,foil,ELE219,0.09,listing,0.2,listing,,,,
Over Flex (Yellow),Tales of Aria,normal,ELE220,0.05,listing,0.07,listing,,,,
Over Flex (Yellow),Tales of Aria,foil,ELE220,0.1,listing,0.2,listing,1.1,listing,,
Plume of Evergrowth,Tales of Aria,normal,ELE116,0.05,listing,0.1,listing,,,,
Plume of Evergrowth,Tales of Aria,foil,ELE116,0.99,listing,0.7,listing,4.18,listing,4.18,listing
Polar Blast (Blue),Tales of Aria,normal,ELE168,,,,,,,,
Polar Blast (Blue),Tales of Aria,foil,ELE168,0.22,listing,0.6,listing,,,,
Polar Blast (Red),Tales of Aria,normal,ELE166,0.03,listing,0.04,listing,0.34,listing,,
Polar Blast (Red),Tales of Aria,foil,ELE166,0.14,listing,0.15,listing,,,4.18,listing
Polar Blast (Yellow),Tales of Aria,normal,ELE167,0.04,listing,0.04,listing,,,,
Polar Blast (Yellow),Tales of Aria,foil,ELE167,0.14,listing,0.12,listing,1.97,listing,,
Pulse of Candlehold,Tales of Aria,normal,ELE113,0.39,listing,0.44,listing,0.5,listing,,
Pulse of Candlehold,Tales of Aria,foil,ELE113,1.7,listing,2.89,listing,3,listing,,
Pulse of Isenloft,Tales of Aria,normal,ELE114,4.79,listing,2.6,listing,,,,
Pulse of Isenloft,Tales of Aria,foil,ELE114,4.7,listing,4.36,listing,,,,
Pulse of Volthaven,Tales of Aria,normal,ELE112,0.24,listing,0.44,listing,,,,
Pulse of Volthaven,Tales of Aria,foil,ELE112,0.79,listing,3.57,listing,54.64,listing,,
Ragamuffin's Hat,Tales of Aria,normal,ELE233,0.02,listing,0.08,listing,0.34,listing,0.5,listing
Ragamuffin's Hat,Tales of Aria,foil,ELE233,0.35,listing,0.57,listing,,,,
Rampart of the Ram's Head,Tales of Aria,foil,ELE203,21.73,listing,23.99,listing,,,,
Rejuvenate (Blue),Tales of Aria,normal,ELE108,0.01,listing,0.07,listing,0.34,listing,,
Rejuvenate (Blue),Tales of Aria,foil,ELE108,,,0.35,listing,4.18,listing,4.18,listing
Rejuvenate (Red),Tales of Aria,normal,ELE106,0.03,listing,0.1,listing,,,,
Rejuvenate (Red),Tales of Aria,foil,ELE106,,,0.15,listing,4.18,listing,4.18,listing
Rejuvenate (Yellow),Tales of Aria,normal,ELE107,0.01,listing,0.04,listing,0.34,listing,,
Rejuvenate (Yellow),Tales of Aria,foil,ELE107,0.1,listing,1.48,listing,4.18,listing,4.18,listing
Rites of Lightning (Blue),Tales of Aria,normal,ELE072,0.04,listing,0.09,listing,0.34,listing,,
Rites of Lightning (Blue),Tales of Aria,foil,ELE072,0.18,listing,2.77,listing,0.75,listing,,
Rites of Lightning (Red),Tales of Aria,normal,ELE070,0.04,listing,0.1,listing,0.34,listing,,
Rites of Lightning (Red),Tales of Aria,foil,ELE070,0.1,listing,0.29,listing,4.18,listing,4.18,listing
Rites of Lightning (Yellow),Tales of Aria,normal,ELE071,0.04,listing,0.05,listing,0.34,listing,4.18,listing
Rites of Lightning (Yellow),Tales of Aria,foil,ELE071,0.12,listing,1.72,listing,4.18,listing,,
Rites of Replenishment (Blue),Tales of Aria,normal,ELE081,0.02,listing,0.05,listing,,,,
Rites of Replenishment (Blue),Tales of Aria,foil,ELE081,0.1,listing,0.2,listing,,,,
Rites of Replenishment (Red),Tales of Aria,normal,ELE079,0.03,listing,0.07,listing,0.34,listing,,
Rites of Replenishment (Red),Tales of Aria,foil,ELE079,0.19,listing,0.2,listing,,,,
Rites of Replenishment (Yellow),Tales of Aria,normal,ELE080,0.02,listing,0.03,listing,,,,
Rites of Replenishment (Yellow),Tales of Aria,foil,ELE080,0.1,listing,0.35,listing,,,0.75,listing
Rotten Old Buckler,Tales of Aria,normal,ELE204,0.01,listing,0.05,listing,0.63,listing,,
Rotten Old Buckler,Tales of Aria,foil,ELE204,0.23,listing,,,,,,
Runaways,Tales of Aria,normal,ELE236,0.01,listing,0.05,listing,2.93,listing,,
Runaways,Tales of Aria,foil,ELE236,0.1,listing,0.2,listing,,,4.18,listing
Seek and Destroy,Tales of Aria,normal,ELE215,1.5,listing,1.52,listing,2.14,listing,,
Seek and Destroy,Tales of Aria,foil,ELE215,1.86,listing,2.4,listing,,,,
Seismic Surge // Rosetta Thorn,Tales of Aria,normal,,0.01,listing,0.04,listing,0.21,listing,,
Shock Charmers,Tales of Aria,foil,ELE173,50.4,listing,70.69,listing,,,,
Shock Striker (Blue),Tales of Aria,normal,ELE197,0.01,listing,0.02,listing,,,2.61,listing
Shock Striker (Blue),Tales of Aria,foil,ELE197,0.05,listing,0.25,listing,4.18,listing,,
Shock Striker (Red),Tales of Aria,normal,ELE195,0.03,listing,0.02,listing,2.61,listing,,
Shock Striker (Red),Tales of Aria,foil,ELE195,0.15,listing,0.5,listing,1.97,listing,1.97,listing
Shock Striker (Yellow),Tales of Aria,normal,ELE196,0.01,listing,0.02,listing,0.34,listing,,
Shock Striker (Yellow),Tales of Aria,foil,ELE196,0.05,listing,0.35,listing,2.61,listing,4.18,listing
Sigil of Suffering (Blue),Tales of Aria,normal,ELE229,0.04,listing,0.04,listing,2.28,listing,4.18,listing
Sigil of Suffering (Blue),Tales of Aria,foil,ELE229,0.14,listing,0.42,listing,,,4.18,listing
Sigil of Suffering (Red),Tales of Aria,normal,ELE227,1.3,listing,1.61,listing,,,,
Sigil of Suffering (Red),Tales of Aria,foil,ELE227,3,listing,3.38,listing,,,,
Sigil of Suffering (Yellow),Tales of Aria,normal,ELE228,0.1,listing,0.1,listing,1.92,listing,4.18,listing
Sigil of Suffering (Yellow),Tales of Aria,foil,ELE228,0.2,listing,0.35,listing,,,,
Singeing Steelblade (Blue),Tales of Aria,normal,ELE232,0.03,listing,0.06,listing,0.34,listing,,
Singeing Steelblade (Blue),Tales of Aria,foil,ELE232,0.05,listing,0.29,listing,,,4.18,listing
Singeing Steelblade (Red),Tales of Aria,normal,ELE230,0.01,listing,0.02,listing,,,2.61,listing
Singeing Steelblade (Red),Tales of Aria,foil,ELE230,0.1,listing,0.2,listing,4.18,listing,4.18,listing
Singeing Steelblade (Yellow),Tales of Aria,normal,ELE231,0.03,listing,0.07,listing,2.5,listing,,
Singeing Steelblade (Yellow),Tales of Aria,foil,ELE231,0.1,listing,0.15,listing,1.92,listing,4.18,listing
Snap Shot (Blue),Tales of Aria,normal,ELE043,0.1,listing,0.1,listing,4.18,listing,4.18,listing
Snap Shot (Blue),Tales of Aria,foil,ELE043,0.23,listing,1.72,listing,2.28,listing,,
Snap Shot (Red),Tales of Aria,normal,ELE041,0.09,listing,0.14,listing,1.97,listing,4.18,listing
Snap Shot (Red),Tales of Aria,foil,ELE041,0.24,listing,0.49,listing,2.28,listing,,
Snap Shot (Yellow),Tales of Aria,normal,ELE042,0.1,listing,0.2,listing,4.18,listing,4.18,listing
Snap Shot (Yellow),Tales of Aria,foil,ELE042,0.23,listing,0.33,listing,,,4.18,listing
Snow Under (Blue),Tales of Aria,normal,ELE024,0.02,listing,0.02,listing,2.93,listing,,
Snow Under (Blue),Tales of Aria,foil,ELE024,0.1,listing,0.21,listing,4.18,listing,,
Snow Under (Red),Tales of Aria,normal,ELE022,0.01,listing,0.05,listing,35.15,listing,,
Snow Under (Red),Tales of Aria,foil,ELE022,0.15,listing,0.81,listing,,,,
Snow Under (Yellow),Tales of Aria,normal,ELE023,0.01,listing,0.05,listing,0.02,listing,,
Snow Under (Yellow),Tales of Aria,foil,ELE023,0.13,listing,0.93,listing,4.18,listing,4.18,listing
Sow Tomorrow (Blue),Tales of Aria,normal,ELE142,0.19,listing,0.22,listing,2.93,listing,,
Sow Tomorrow (Blue),Tales of Aria,foil,ELE142,2.24,listing,4.09,listing,,,,
Sow Tomorrow (Red),Tales of Aria,normal,ELE140,0.05,listing,0.05,listing,2.61,listing,,
Sow Tomorrow (Red),Tales of Aria,foil,ELE140,0.15,listing,0.25,listing,4.18,listing,,
Sow Tomorrow (Yellow),Tales of Aria,normal,ELE141,0.05,listing,0.05,listing,0.08,listing,,
Sow Tomorrow (Yellow),Tales of Aria,foil,ELE141,0.06,listing,0.18,listing,,,,
Spellbound Creepers,Tales of Aria,foil,ELE224,62,listing,70,listing,77.99,listing,74.99,listing
Sting of Sorcery,Tales of Aria,normal,ELE226,0.26,listing,0.39,listing,0.48,listing,0.85,listing
Sting of Sorcery,Tales of Aria,foil,ELE226,0.49,listing,0.89,listing,,,,
Stir the Wildwood (Blue),Tales of Aria,normal,ELE084,0.02,listing,0.05,listing,0.34,listing,,
Stir the Wildwood (Blue),Tales of Aria,foil,ELE084,0.19,listing,0.76,listing,4.18,listing,4.18,listing
Stir the Wildwood (Red),Tales of Aria,normal,ELE082,0.05,listing,0.07,listing,2.61,listing,,
Stir the Wildwood (Red),Tales of Aria,foil,ELE082,0.15,listing,0.35,listing,,,,
Stir the Wildwood (Yellow),Tales of Aria,normal,ELE083,0.01,listing,0.04,listing,2.61,listing,,
Stir the Wildwood (Yellow),Tales of Aria,foil,ELE083,0.05,listing,0.2,listing,,,,
Strength of Sequoia (Blue),Tales of Aria,normal,ELE030,0.01,listing,0.04,listing,,,,
Strength of Sequoia (Blue),Tales of Aria,foil,ELE030,0.1,listing,0.04,listing,4.18,listing,,
Strength of Sequoia (Red),Tales of Aria,normal,ELE028,0.01,listing,0.05,listing,,,,
Strength of Sequoia (Red),Tales of Aria,foil,ELE028,0.04,listing,0.2,listing,1.97,listing,,
Strength of Sequoia (Yellow),Tales of Aria,normal,ELE029,0.01,listing,0.05,listing,0.35,listing,2.61,listing
Strength of Sequoia (Yellow),Tales of Aria,foil,ELE029,0.11,listing,0.35,listing,,,,
Summerwood Shelter (Blue),Tales of Aria,normal,ELE127,0.04,listing,0.1,listing,4.18,listing,4.18,listing
Summerwood Shelter (Blue),Tales of Aria,foil,ELE127,0.1,listing,0.2,listing,,,,
Summerwood Shelter (Red),Tales of Aria,normal,ELE125,0.06,listing,0.1,listing,4.18,listing,4.18,listing
Summerwood Shelter (Red),Tales of Aria,foil,ELE125,0.21,listing,1.71,listing,4.18,listing,4.18,listing
Summerwood Shelter (Yellow),Tales of Aria,normal,ELE126,0.03,listing,0.05,listing,4.18,listing,,
Summerwood Shelter (Yellow),Tales of Aria,foil,ELE126,0.15,listing,0.34,listing,,,,
Sutcliffe's Suede Hides,Tales of Aria,normal,ELE225,0.05,listing,0.15,listing,,,2.61,listing
Sutcliffe's Suede Hides,Tales of Aria,foil,ELE225,1.11,listing,,,,,,
Tales of Aria Blitz Deck [Set of 3],Tales of Aria,normal,,,,,,,,,
Tales of Aria Blitz Deck Display,Tales of Aria,normal,,,,,,,,,
Tales of Aria Blitz Deck Display Case,Tales of Aria,normal,,,,,,,,,
Tales of Aria Booster Box [1st Edition],Tales of Aria,normal,,,,,,,,,
Tales of Aria Booster Box [Unlimited Edition],Tales of Aria,normal,,,,,,,,,
Tales of Aria Booster Box Case [1st Edition],Tales of Aria,normal,,,,,,,,,
Tales of Aria Booster Box Case [Unlimited Edition],Tales of Aria,normal,,,,,,,,,
Tales of Aria Booster Pack [1st Edition],Tales of Aria,normal,,,,,,,,,
Tales of Aria Booster Pack [Unlimited Edition],Tales of Aria,normal,,,,,,,,,
Tear Asunder,Tales of Aria,normal,ELE205,3.79,listing,,,3.99,listing,10.08,listing
Tear Asunder,Tales of Aria,foil,ELE205,5.94,listing,7.67,listing,11.19,listing,,
Thump (Blue),Tales of Aria,normal,ELE211,0.03,listing,0.05,listing,0.08,listing,2.61,listing
Thump (Blue),Tales of Aria,foil,ELE211,0.15,listing,0.25,listing,4.18,listing,,
Thump (Red),Tales of Aria,normal,ELE209,0.05,listing,0.07,listing,2.28,listing,,
Thump (Red),Tales of Aria,foil,ELE209,0.27,listing,0.36,listing,,,4.18,listing
Thump (Yellow),Tales of Aria,normal,ELE210,0.05,listing,0.04,listing,0.06,listing,,
Thump (Yellow),Tales of Aria,foil,ELE210,0.15,listing,0.7,listing,,,4.18,listing
Tome of Harvests,Tales of Aria,normal,ELE118,0.24,listing,1.02,listing,4.15,listing,,
Tome of Harvests,Tales of Aria,foil,ELE118,0.49,listing,0.75,listing,7.08,listing,,
Turn Timber (Blue),Tales of Aria,normal,ELE012,0.04,listing,0.06,listing,4.18,listing,4.18,listing
Turn Timber (Blue),Tales of Aria,foil,ELE012,0.16,listing,0.16,listing,,,,
Turn Timber (Red),Tales of Aria,normal,ELE010,0.04,listing,0.18,listing,2.28,listing,4.18,listing
Turn Timber (Red),Tales of Aria,foil,ELE010,0.19,listing,0.5,listing,,,,
Turn Timber (Yellow),Tales of Aria,normal,ELE011,0.04,listing,0.04,listing,2.28,listing,,
Turn Timber (Yellow),Tales of Aria,foil,ELE011,0.15,listing,0.25,listing,,,,
Vela Flash (Blue),Tales of Aria,normal,ELE078,0.02,listing,0.04,listing,0.34,listing,2.61,listing
Vela Flash (Blue),Tales of Aria,foil,ELE078,0.1,listing,0.2,listing,0.34,listing,4.18,listing
Vela Flash (Red),Tales of Aria,normal,ELE076,0.02,listing,0.05,listing,0.99,listing,,
